"branch_id","plant_id","plant_num","orientation","farmer","plot_id","plot_type","fert_trt","shd_trt","per_thin","n1i_tot_len","n1i_new_len","n1i_diam","n1i_tot_nod","n1i_new_nod","n1i_frtd_nod","n1i_frt","n1i_tot_lvs","n1i_sick_lvs","n1i_sick_type","n1i_pot_nod","n1i_frt_pot_nod","potnod_v_frtnod","n1i_ffnod","n1h_tot_len","n1h_new_len","n1h_diam","n1h_tot_nod","n1h_new_nod","n1h_frtd_nod","n1h_frt","n1h_tot_lvs","n1h_sick_lvs","n1h_sick_type","n1_anth","n1_lat","n1_dens","plot_thin"
"1057","1","1","N","Fernando","X1","hshd","h","shd","66",37.5,11.5,5.5,13,6,7,96,12,1,"o",7,13.71428571,0,13.71428571,44,19.5,5,16,9,7,96,12,5,"or","n ",0,114,"66 hshd"
"1058","1","1","S","Fernando","X1","hshd","h","shd","66",41,11.5,4,13,5,8,129,12,0,"na",8,16.125,0,16.125,42.5,16,4,15,7,8,81,9,1,"o ","n",1,73,"66 hshd"
"1059","1","1","E","Fernando","X1","hshd","h","shd","66",36.5,12.5,5,13,5,7,85,12,1,"u",8,10.625,1,12.14285714,44,15,4.5,17,9,8,72,15,2,"o","n",0,100,"66 hshd"
"1060","1","1","W","Fernando","X1","hshd","h","shd","66",37.5,11.5,5,14,5,9,109,9,0,"na",9,12.11111111,0,12.11111111,40,16.5,4.5,18,9,7,62,11,4,"o","n",0,88,"66 hshd"
"1061","2","2","N","Fernando","X1","hshd","h","shd","66",39,16.5,4.5,11,6,5,30,14,3,"ou",5,6,0,6,60,38,8,18,11,5,9,21,3,"o","n",7,88,"66 hshd"
"1062","2","2","S","Fernando","X1","hshd","h","shd","66",24,11,3,7,4,3,7,12,1,"a",3,2.333333333,0,2.333333333,45.5,32.5,4.5,12,9,2,3,19,0,"na","n",0,106,"66 hshd"
"1063","2","2","E","Fernando","X1","hshd","h","shd","66",40.5,12,4.5,13,5,8,54,9,0,"na",8,6.75,0,6.75,63,31,7,19,10,8,26,17,2,"o","n",9,150,"66 hshd"
"1064","2","2","W","Fernando","X1","hshd","h","shd","66",30.5,11.5,3.5,10,5,5,12,22,5,"or",5,2.4,0,2.4,54.5,31.5,5,16,11,5,11,25,3,"o","n",0,84,"66 hshd"
"1065","3","3","N","Fernando","X1","hshd","h","shd","66",37,18,5,11,6,4,15,15,1,"ou",5,3,1,3.75,40,20.5,4,12,7,3,11,14,5,"or","n",0,76,"66 hshd"
"1066","3","3","S","Fernando","X1","hshd","h","shd","66",39,9,5,12,4,7,56,18,3,"ou",8,7,1,8,60,30,5,19,11,7,38,25,3,"or","n",2,164,"66 hshd"
"1067","3","3","E","Fernando","X1","hshd","h","shd","66",46,12.5,5,11,5,6,37,19,1,"o",6,6.166666667,0,6.166666667,59,36,5,18,12,6,30,25,7,"o","n",0,168,"66 hshd"
"1068","3","3","W","Fernando","X1","hshd","h","shd","66",41,13,6.5,12,5,7,40,15,1,"r",7,5.714285714,0,5.714285714,61,35,5.5,20,13,7,33,19,7,"o","n",0,63,"66 hshd"
"1069","4","4","N","Fernando","X1","hshd","h","shd","66",42,7,4.5,16,4,9,113,8,3,"or",12,9.416666667,3,12.55555556,46.5,11.5,6,19,7,9,26,10,5,"ou","n",0,65,"66 hshd"
"1070","4","4","S","Fernando","X1","hshd","h","shd","66",26,10,3.5,10,5,5,28,11,2,"o",5,5.6,0,5.6,34,19,4,13,8,5,13,7,4,"o","n",0,163,"66 hshd"
"1071","4","4","E","Fernando","X1","hshd","h","shd","66",28.5,13,3,9,5,4,16,11,0,"na",4,4,0,4,37,23,4,12,8,4,14,12,1,"u","n",0,87,"66 hshd"
"1072","4","4","W","Fernando","X1","hshd","h","shd","66",24,8,3.5,8,4,4,14,16,2,"u",4,3.5,0,3.5,36.5,20,4,11,7,4,8,20,4,"o","n",0,109,"66 hshd"
"1073","5","5","N","Fernando","X1","hshd","h","shd","0",38,8.5,4.5,15,5,10,128,10,0,"na",10,12.8,0,12.8,42,14,5.5,18,8,10,101,11,5,"o","n",0,87,"0 hshd"
"1074","5","5","S","Fernando","X1","hshd","h","shd","0",39,12,4.5,16,6,8,57,11,0,"na",10,5.7,2,7.125,48,19,4.5,21,10,8,46,15,6,"or","n",0,124,"0 hshd"
"1075","5","5","E","Fernando","X1","hshd","h","shd","0",36,12,4,14,7,7,69,12,0,"na",7,9.857142857,0,9.857142857,50,23,6,20,11,6,50,17,4,"or","n",0,60.5,"0 hshd"
"1076","5","5","W","Fernando","X1","hshd","h","shd","0",32,14,4,12,6,6,81,15,0,"na",6,13.5,0,13.5,36.5,18,4.5,15,9,6,71,14,5,"or","n",0,171,"0 hshd"
"1077","6","6","N","Fernando","X1","hshd","h","shd","0",26,13,4,11,6,5,21,14,0,"na",5,4.2,0,4.2,31,19,5,13,8,5,18,17,1,"o","n",0,66,"0 hshd"
"1078","6","6","S","Fernando","X1","hshd","h","shd","0",38,12,4.5,13,6,7,67,18,2,"o",7,9.571428571,0,9.571428571,48,22,5.5,16,9,7,43,14,1,"o","n",0,144,"0 hshd"
"1079","6","6","E","Fernando","X1","hshd","h","shd","0",28,15,4.5,9,6,3,23,17,2,"ou",3,7.666666667,0,7.666666667,44,32.5,4.5,15,12,3,22,21,6,"o","n",0,68,"0 hshd"
"1080","6","6","W","Fernando","X1","hshd","h","shd","0",33.5,13.5,4,10,5,5,41,16,1,"u",5,8.2,0,8.2,40,20,5,12,7,5,30,14,2,"or","n",0,158,"0 hshd"
"1081","7","7","N","Fernando","X1","hshd","h","shd","0",36,13.5,4,12,6,6,68,18,0,"na",6,11.33333333,0,11.33333333,45.5,23.5,5,16,10,6,58,16,3,"or","n",0,63,"0 hshd"
"1082","7","7","S","Fernando","X1","hshd","h","shd","0",46,13,5,16,6,10,124,18,2,"o",10,12.4,0,12.4,55,23,6,19,9,10,94,19,5,"o","n",0,108,"0 hshd"
"1083","7","7","E","Fernando","X1","hshd","h","shd","0",36,11,5,12,5,7,79,15,2,"u",7,11.28571429,0,11.28571429,49,24,5,16,9,7,65,15,4,"o","n",0,153,"0 hshd"
"1084","7","7","W","Fernando","X1","hshd","h","shd","0",29.5,14.5,4,11,5,6,31,11,0,"na",6,5.166666667,0,5.166666667,29,15,4.5,11,6,5,21,7,0,"na","n",0,167,"0 hshd"
"1085","8","8","N","Fernando","X1","hshd","h","shd","0",37.5,13,5,13,6,7,108,12,1,"u",7,15.42857143,0,15.42857143,46,24,6,16,9,7,89,15,4,"o","n",0,67,"0 hshd"
"1086","8","8","S","Fernando","X1","hshd","h","shd","0",42.5,13.5,5,14,6,8,142,17,0,"na",8,17.75,0,17.75,43.5,16.5,5.5,17,9,8,101,1,1,"o","y",2,137,"0 hshd"
"1087","8","8","E","Fernando","X1","hshd","h","shd","0",27,12,4.5,11,5,2,3,18,3,"o",6,0.5,4,1.5,28,0,5,11,0,0,0,11,2,"or","n",0,108,"0 hshd"
"1088","8","8","W","Fernando","X1","hshd","h","shd","0",38.5,8.5,5,15,4,6,40,14,1,"o",11,3.636363636,5,6.666666667,43,13,5,18,7,7,36,14,3,"ou","n",0,171,"0 hshd"
"1089","9","9","N","Fernando","X1","hshd","h","shd","0",41,12,4,14,6,8,81,12,0,"na",8,10.125,0,10.125,44,17,4.5,17,9,8,81,15,4,"o","n",0,70,"0 hshd"
"1090","9","9","S","Fernando","X1","hshd","h","shd","0",30,8,3.5,12,5,6,22,9,0,"na",7,3.142857143,1,3.666666667,36,14,4.5,15,8,7,19,7,3,"o","y",0,105,"0 hshd"
"1091","9","9","E","Fernando","X1","hshd","h","shd","0",25,9,3.5,11,6,5,25,9,0,"na",5,5,0,5,27,12.5,4,14,9,5,17,10,5,"o","n",0,126,"0 hshd"
"1092","9","9","W","Fernando","X1","hshd","h","shd","0",40,10,4,14,5,9,92,15,1,"o",9,10.22222222,0,10.22222222,44,14.5,4.5,17,8,9,54,16,6,"o","n",0,91,"0 hshd"
"1093","10","10","N","Fernando","X1","hshd","h","shd","66",42.5,11,5,14,5,8,75,13,1,"o",9,8.333333333,1,9.375,44,12.5,4,16,6,8,58,5,2,"o","y",0,68,"66 hshd"
"1094","10","10","S","Fernando","X1","hshd","h","shd","66",40,8.5,5.5,15,6,9,157,10,1,"u",9,17.44444444,0,17.44444444,42,11,5,17,7,10,87,13,5,"r","n",0,153,"66 hshd"
"1095","10","10","E","Fernando","X1","hshd","h","shd","66",35,3.5,6,13,2,11,123,5,0,"na",11,11.18181818,0,11.18181818,36,6.5,5.5,15,5,9,63,0,0,"na","y",0,135,"66 hshd"
"1096","10","10","W","Fernando","X1","hshd","h","shd","66",34,9,4,13,5,8,93,10,0,"na",8,11.625,0,11.625,36,10,4,15,7,8,70,4,2,"o","n",0,75,"66 hshd"
"1097","11","11","N","Fernando","X1","hshd","h","shd","0",33.5,12,4,10,5,5,58,15,2,"u",5,11.6,0,11.6,42,21,5,13,8,5,58,14,3,"o","n",0,80,"0 hshd"
"1098","11","11","S","Fernando","X1","hshd","h","shd","0",42,13,4,13,6,7,82,11,0,"na",7,11.71428571,0,11.71428571,30,15,4,10,5,4,20,9,2,"u","n",0,183,"0 hshd"
"1099","11","11","E","Fernando","X1","hshd","h","shd","0",41,11,4,13,5,8,96,17,0,"na",8,12,0,12,54.5,24,5,18,11,8,90,21,2,"o","n",1,117,"0 hshd"
"1100","11","11","W","Fernando","X1","hshd","h","shd","0",23,6.5,3,8,3,4,21,8,2,"u",5,4.2,1,5.25,43.5,17.5,5,15,8,7,72,0,0,"na","y",0,68,"0 hshd"
"1101","12","12","N","Fernando","X1","hshd","h","shd","0",38,10.5,5,15,6,9,78,10,0,"na",9,8.666666667,0,8.666666667,46,18.5,6,19,8,9,60,7,4,"ou","y",0,126,"0 hshd"
"1102","12","12","S","Fernando","X1","hshd","h","shd","0",26,7,4,10,4,6,44,11,1,"u",6,7.333333333,0,7.333333333,32,14,4,19,8,6,39,14,3,"o","n",0,196,"0 hshd"
"1103","12","12","E","Fernando","X1","hshd","h","shd","0",31,5.5,4.5,13,5,8,87,10,0,"na",8,10.875,0,10.875,41,16,5.5,17,9,8,60,9,1,"u","n",0,158,"0 hshd"
"1104","12","12","W","Fernando","X1","hshd","h","shd","0",26,8,5,12,5,5,21,11,1,"u",7,3,2,4.2,40,20,6,17,10,7,27,13,1,"o","n",0,106,"0 hshd"
"1105","13","13","N","Fernando","X1","hshd","h","shd","33",38,10,4.5,13,4,7,113,13,1,"u",9,12.55555556,2,16.14285714,38.5,12.5,5,16,6,8,61,5,2,"o","n",0,85,"33 hshd"
"1106","13","13","S","Fernando","X1","hshd","h","shd","33",31,8,3.5,11,5,6,97,9,4,"u",6,16.16666667,0,16.16666667,36,14,4.5,13,6,6,29,4,1,"o","n",0,154,"33 hshd"
"1107","13","13","E","Fernando","X1","hshd","h","shd","33",37,14,4,13,6,6,52,12,1,"u",7,7.428571429,1,8.666666667,49,26,4.5,17,11,6,44,15,1,"o","n",0,59,"33 hshd"
"1108","13","13","W","Fernando","X1","hshd","h","shd","33",35.5,9,4,12,4,6,32,11,1,"u",8,4,2,5.333333333,37,13,4.5,14,6,3,25,9,2,"o","n",0,175,"33 hshd"
"1109","14","14","N","Fernando","X1","hshd","h","shd","33",34.5,9,4.5,10,5,5,103,8,2,"u",5,20.6,0,20.6,38,13,5,14,7,7,52,5,0,"na","n",0,69,"33 hshd"
"1110","14","14","S","Fernando","X1","hshd","h","shd","33",25,6.5,5.5,10,2,8,81,9,0,"na",8,10.125,0,10.125,25,7,4.5,9,3,6,30,6,1,"o","n",0,170,"33 hshd"
"1111","14","14","E","Fernando","X1","hshd","h","shd","33",40,9.5,6,13,4,9,146,11,2,"u",9,16.22222222,0,16.22222222,43,12,5,15,7,8,66,6,2,"o","n",0,85,"33 hshd"
"1112","14","14","W","Fernando","X1","hshd","h","shd","33",37.5,10,5,12,4,8,141,14,0,"na",8,17.625,0,17.625,43,15,5,15,7,8,102,8,3,"ou","n",0,186,"33 hshd"
"1113","15","15","N","Fernando","X1","hshd","h","shd","33",30.5,9,5,14,5,9,33,13,1,"o",9,3.666666667,0,3.666666667,38,17,4,18,8,6,21,15,4,"ou","n",0,69,"33 hshd"
"1114","15","15","S","Fernando","X1","hshd","h","shd","33",34,10,6,13,4,9,89,7,2,"u ",9,9.888888889,0,9.888888889,39,14,6,16,6,10,68,7,3,"o","y",0,200,"33 hshd"
"1115","15","15","E","Fernando","X1","hshd","h","shd","33",29,9,4.5,11,4,7,46,11,2,"u",7,6.571428571,0,6.571428571,38,18,4.5,16,9,7,38,5,3,"ru","n",0,81,"33 hshd"
"1116","15","15","W","Fernando","X1","hshd","h","shd","33",32.5,8,6,14,6,8,68,11,1,"u",8,8.5,0,8.5,32,11,5.5,13,6,7,25,7,3,"or","n",0,140,"33 hshd"
"1117","16","16","N","Fernando","X1","hshd","h","shd","0",31.5,6,3.5,14,5,7,32,13,4,"oru",9,3.555555556,2,4.571428571,32,8,4.5,14,6,8,29,5,3,"or","y",0,100,"0 hshd"
"1118","16","16","S","Fernando","X1","hshd","h","shd","0",27,7.5,3,13,6,7,20,13,2,"u",7,2.857142857,0,2.857142857,30,14,3.5,14,8,6,16,11,0,"na","n",0,195,"0 hshd"
"1119","16","16","E","Fernando","X1","hshd","h","shd","0",33.5,6.5,4,13,4,9,30,9,2,"r",9,3.333333333,0,3.333333333,38,11.5,4,15,6,9,26,3,0,"na","n",0,97,"0 hshd"
"1120","16","16","W","Fernando","X1","hshd","h","shd","0",32,6,4,14,5,6,14,9,1,"u",9,1.555555556,3,2.333333333,31,7,4,15,6,4,7,4,3,"u","n",0,136,"0 hshd"
"1121","17","17","N","Fernando","X1","hshd","h","shd","66",32,11,4,12,6,6,68,12,0,"na",6,11.33333333,0,11.33333333,34.5,15,4.5,14,8,6,60,10,0,"na","n",0,97,"66 hshd"
"1122","17","17","S","Fernando","X1","hshd","h","shd","66",45.5,9,5,17,5,12,148,14,1,"o",12,12.33333333,0,12.33333333,49,12.5,5.5,20,7,12,104,16,0,"na","n",0,170,"66 hshd"
"1123","17","17","E","Fernando","X1","hshd","h","shd","66",40.5,9.5,6,14,4,9,154,14,0,"na",10,15.4,1,17.11111111,41,10.5,6,15,6,9,103,5,1,"o","n",0,100,"66 hshd"
"1124","17","17","W","Fernando","X1","hshd","h","shd","66",28,8,4,9,4,5,41,13,1,"u",5,8.2,0,8.2,28,8.5,4,9,4,5,33,8,0,"na","n",0,155,"66 hshd"
"1125","18","18","N","Fernando","X1","hshd","h","shd","0",44,12,5,15,6,9,126,14,1,"u",9,14,0,14,45,15,5.5,17,8,9,107,11,1,"n","y",0,110,"0 hshd"
"1126","18","18","S","Fernando","X1","hshd","h","shd","0",42,9,4.5,15,4,10,123,12,3,"o",11,11.18181818,1,12.3,44,10.5,6,17,6,11,89,5,1,"o","n",0,185,"0 hshd"
"1127","18","18","E","Fernando","X1","hshd","h","shd","0",41,10,4.5,15,5,9,106,12,1,"u",10,10.6,1,11.77777778,42,10.5,5,16,6,10,61,7,3,"u","n",0,77,"0 hshd"
"1128","18","18","W","Fernando","X1","hshd","h","shd","0",36.5,11,4.5,14,7,7,73,13,1,"u",7,10.42857143,0,10.42857143,46,22,5,16,10,6,55,6,2,"o","n",0,152,"0 hshd"
"1129","19","19","N","Fernando","X1","hshd","h","shd","33",47.5,10,7,16,5,11,157,16,2,"ou",11,14.27272727,0,14.27272727,51.5,11.5,5.5,19,7,12,122,14,2,"o","n",0,90,"33 hshd"
"1130","19","19","S","Fernando","X1","hshd","h","shd","33",31.5,7.5,4,11,4,7,60,9,2,"u",7,8.571428571,0,8.571428571,33,13,4.5,12,7,5,27,6,2,"o","n",0,172,"33 hshd"
"1131","19","19","E","Fernando","X1","hshd","h","shd","33",48,9,5,16,6,10,150,14,3,"ou",10,15,0,15,56.5,18.5,5,20,8,11,127,14,2,"u","n",0,80,"33 hshd"
"1132","19","19","W","Fernando","X1","hshd","h","shd","33",45,11,5,15,6,9,140,15,1,"o ",9,15.55555556,0,15.55555556,48.5,14.5,4.5,17,8,9,129,14,0,"na","n",0,179,"33 hshd"
"1133","20","20","N","Fernando","X1","hshd","h","shd","0",33,7,5,14,5,9,150,14,0,"na",9,16.66666667,0,16.66666667,35,8,4.5,15,5,9,47,3,1,"o","y",0,122,"0 hshd"
"1134","20","20","S","Fernando","X1","hshd","h","shd","0",36,6,4,14,4,10,162,14,1,"u",10,16.2,0,16.2,34.5,6,5,15,5,10,73,3,1,"o","n",0,120,"0 hshd"
"1135","20","20","E","Fernando","X1","hshd","h","shd","0",36.5,6,5,13,4,9,132,11,1,"u",9,14.66666667,0,14.66666667,37.5,7,5,17,5,9,52,3,2,"o","n",0,153,"0 hshd"
"1136","20","20","W","Fernando","X1","hshd","h","shd","0",31,6,5,13,5,8,166,14,0,"na",8,20.75,0,20.75,32,6.5,5.5,14,5,9,55,3,1,"u","n",0,90,"0 hshd"
"1137","21","21","N","Fernando","X1","hshd","h","shd","33",28,7.5,5,13,5,7,76,11,0,"na",8,9.5,1,10.85714286,33,12,5,14,7,6,58,12,3,"r","n",0,70,"33 hshd"
"1138","21","21","S","Fernando","X1","hshd","h","shd","33",29,13,5,13,7,6,53,13,0,"na",6,8.833333333,0,8.833333333,35,19.5,5,17,11,5,35,13,4,"ou","n",0,135,"33 hshd"
"1139","21","21","E","Fernando","X1","hshd","h","shd","33",33.5,7,5.5,15,5,10,121,13,0,"na",10,12.1,0,12.1,40,10.5,5,17,7,10,87,3,2,"r","n",0,120,"33 hshd"
"1140","21","21","W","Fernando","X1","hshd","h","shd","33",26,8.5,4.5,12,6,6,45,10,0,"na",6,7.5,0,7.5,31.5,12,3.5,13,7,6,35,9,1,"r","n",0,160,"33 hshd"
"1141","22","22","N","Fernando","X1","hshd","h","shd","33",27,15.5,5,12,7,4,33,15,0,"na",5,6.6,1,8.25,32,21.5,4,15,11,4,25,24,3,"u","n",0,65,"33 hshd"
"1142","22","22","S","Fernando","X1","hshd","h","shd","33",42,7.5,6,16,5,11,188,10,0,"na",11,17.09090909,0,17.09090909,42,6.5,5,15,5,9,98,5,0,"na","y",0,133,"33 hshd"
"1143","22","22","E","Fernando","X1","hshd","h","shd","33",36,5,6,14,4,10,151,14,0,"na",10,15.1,0,15.1,35.5,6,4.5,15,5,10,102,9,4,"o","n",0,99,"33 hshd"
"1144","22","22","W","Fernando","X1","hshd","h","shd","33",45.5,9.5,5.5,16,6,10,112,15,0,"na",10,11.2,0,11.2,48,13.5,5,18,8,10,91,10,2,"o","n",2,76,"33 hshd"
"1145","23","23","N","Fernando","X2","lshd","l","shd","66",28,8,5,11,4,7,86,13,0,"na",7,12.28571429,0,12.28571429,40,19.5,4.5,16,9,6,75,15,5,"ou","n",0,76,"66 lshd"
"1146","23","23","S","Fernando","X2","lshd","l","shd","66",32.5,7,5,13,3,8,112,17,1,"u",10,11.2,2,14,34,8.5,4,14,5,8,81,15,6,"or","n",0,122,"66 lshd"
"1147","23","23","E","Fernando","X2","lshd","l","shd","66",29.5,7.5,4.5,13,4,9,101,14,0,"na",9,11.22222222,0,11.22222222,31,9,4,14,5,9,83,8,3,"o","n",0,135,"66 lshd"
"1148","23","23","W","Fernando","X2","lshd","l","shd","66",28.5,9,5,12,5,7,92,14,0,"na",7,13.14285714,0,13.14285714,34,14.5,4,15,8,7,93,6,4,"o","n",0,74,"66 lshd"
"1149","24","24","N","Fernando","X2","lshd","l","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lshd"
"1150","24","24","S","Fernando","X2","lshd","l","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lshd"
"1151","24","24","E","Fernando","X2","lshd","l","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lshd"
"1152","24","24","W","Fernando","X2","lshd","l","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lshd"
"1153","25","25","N","Fernando","X2","lshd","l","shd","0",31.5,7.5,5,13,4,6,42,9,1,"u",9,4.666666667,3,7,45,19.5,5.5,19,10,6,24,12,3,"o","n",0,72,"0 lshd"
"1154","25","25","S","Fernando","X2","lshd","l","shd","0",26,9,5,11,5,6,72,10,0,"na",6,12,0,12,38,20,5,15,8,7,28,7,2,"u","n",0,130,"0 lshd"
"1155","25","25","E","Fernando","X2","lshd","l","shd","0",30.5,8.5,4.5,12,5,7,77,9,1,"u",7,11,0,11,36,14,5,15,8,7,38,7,2,"u","n",0,127,"0 lshd"
"1156","25","25","W","Fernando","X2","lshd","l","shd","0",40,6.5,5,15,4,11,126,10,0,"na",11,11.45454545,0,11.45454545,39.5,7,6,16,5,10,79,8,1,"o","n",0,95,"0 lshd"
"1157","26","26","N","Fernando","X2","lshd","l","shd","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"66 lshd"
"1158","26","26","S","Fernando","X2","lshd","l","shd","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"66 lshd"
"1159","26","26","E","Fernando","X2","lshd","l","shd","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"66 lshd"
"1160","26","26","W","Fernando","X2","lshd","l","shd","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"66 lshd"
"1161","27","27","N","Fernando","X2","lshd","l","shd","0",43,10.5,6,14,5,9,131,13,1,"u",9,14.55555556,0,14.55555556,53,24,6.5,20,11,9,112,16,3,"o","n",1,78,"0 lshd"
"1162","27","27","S","Fernando","X2","lshd","l","shd","0",45,11.5,6,16,6,10,131,13,0,"na",10,13.1,0,13.1,54,14,6.5,21,6,13,98,15,6,"o","n",0,27,"0 lshd"
"1163","27","27","E","Fernando","X2","lshd","l","shd","0",38.5,11,6,13,5,8,106,16,0,"na",8,13.25,0,13.25,51,27.5,6.5,19,10,9,93,24,2,"o","n",0,127,"0 lshd"
"1164","27","27","W","Fernando","X2","lshd","l","shd","0",37,13.5,5,13,6,7,50,14,0,"na",7,7.142857143,0,7.142857143,54.5,32,5.5,18,12,7,43,14,1,"o","n",4,100,"0 lshd"
"1165","28","28","N","Fernando","X2","lshd","l","shd","0",24.5,10,5,8,4,4,71,11,0,"na",4,17.75,0,17.75,35,19.5,4,13,8,5,37,10,1,"o","n",0,63,"0 lshd"
"1166","28","28","S","Fernando","X2","lshd","l","shd","0",29.5,15,4.5,11,7,4,82,11,0,"na",4,20.5,0,20.5,32,19,4,13,9,4,54,11,7,"o","n",0,94,"0 lshd"
"1167","28","28","E","Fernando","X2","lshd","l","shd","0",30.5,9,5,11,4,7,104,11,1,"u",7,14.85714286,0,14.85714286,44,22,4,16,9,7,70,14,3,"ou","n",0,78,"0 lshd"
"1168","28","28","W","Fernando","X2","lshd","l","shd","0",30.5,11.5,4.5,11,5,6,70,9,0,"na",6,11.66666667,0,11.66666667,40,11,4,10,4,6,40,6,3,"o","y",0,126,"0 lshd"
"1169","29","29","N","Fernando","X2","lshd","l","shd","66",45.5,10,5.5,14,4,10,181,17,2,"ou",10,18.1,0,18.1,46.5,12,6,15,5,10,81,12,3,"o","n",0,96,"66 lshd"
"1170","29","29","S","Fernando","X2","lshd","l","shd","66",49.5,12.5,7,15,6,9,190,14,2,"ou",9,21.11111111,0,21.11111111,49,14.5,7,17,8,9,105,6,2,"or","n",0,63,"66 lshd"
"1171","29","29","E","Fernando","X2","lshd","l","shd","66",42,11.5,5.5,15,6,9,185,12,0,"na",9,20.55555556,0,20.55555556,42.5,12.5,5,16,7,9,72,12,5,"or","n",0,68,"66 lshd"
"1172","29","29","W","Fernando","X2","lshd","l","shd","66",50.5,14,6,16,6,10,170,21,3,"ou",10,17,0,17,52,16.5,6,18,8,10,90,21,6,"o","n",1,178,"66 lshd"
"1173","30","30","N","Fernando","X2","lshd","l","shd","0",30,13,3.5,11,4,7,30,13,0,"na",7,4.285714286,0,4.285714286,32,12,4.5,12,5,7,17,7,2,"or","n",0,126,"0 lshd"
"1174","30","30","S","Fernando","X2","lshd","l","shd","0",27,11,5,10,5,5,53,8,0,"na",5,10.6,0,10.6,42,26,5,15,10,5,51,16,2,"o","n",0,81,"0 lshd"
"1175","30","30","E","Fernando","X2","lshd","l","shd","0",33,9.5,4,12,5,7,53,11,1,"u",7,7.571428571,0,7.571428571,34,14.5,5,12,7,5,52,8,1,"o","n",0,159,"0 lshd"
"1176","30","30","W","Fernando","X2","lshd","l","shd","0",28.5,11,4,11,5,6,48,13,1,"u",6,8,0,8,32,13,5,12,6,6,35,11,1,"o","n",0,70,"0 lshd"
"1177","31","31","N","Fernando","X2","lshd","l","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lshd"
"1178","31","31","S","Fernando","X2","lshd","l","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lshd"
"1179","31","31","E","Fernando","X2","lshd","l","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lshd"
"1180","31","31","W","Fernando","X2","lshd","l","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lshd"
"1181","32","32","N","Fernando","X2","lshd","l","shd","66",27.5,2,4,7,1,6,30,2,0,"na",6,5,0,5,28,0,4,8,0,0,0,0,0,"na","y",0,83,"66 lshd"
"1182","32","32","S","Fernando","X2","lshd","l","shd","66",30,3.5,4,9,2,7,68,8,0,"na",7,9.714285714,0,9.714285714,30,3,4.5,10,3,7,12,0,0,"na","n",0,100,"66 lshd"
"1183","32","32","E","Fernando","X2","lshd","l","shd","66",33.5,3.5,4,11,4,6,74,7,1,"u",7,10.57142857,1,12.33333333,32,16,4,9,6,1,1,0,0,"na","y",0,42,"66 lshd"
"1184","32","32","W","Fernando","X2","lshd","l","shd","66",37.5,4,3.5,12,3,9,76,6,1,"o",9,8.444444444,0,8.444444444,39,5,4.5,13,4,6,8,2,1,"o","n",0,75,"66 lshd"
"1185","33","33","N","Fernando","X2","lshd","l","shd","66",36.5,7.5,5,16,5,11,159,11,2,"ou",11,14.45454545,0,14.45454545,37,9,5.5,16,6,10,53,0,0,"na","n",0,96,"66 lshd"
"1186","33","33","S","Fernando","X2","lshd","l","shd","66",42,10,6,16,6,10,142,8,0,"na",10,14.2,0,14.2,49.5,18,5,20,10,9,95,1,0,"o","n",0,66,"66 lshd"
"1187","33","33","E","Fernando","X2","lshd","l","shd","66",39,7.5,6,15,5,10,199,10,0,"na",10,19.9,0,19.9,40.5,9,5.5,16,6,10,72,7,2,"o","n",0,81,"66 lshd"
