branch_id,plant_id,plant_num,orientation,farmer,plot_id,plot_type,fert_trt,shd_trt,per_thin,e1i_len,e1i_tot_nod,e1i_pot_nod,e1i_pre_frt,e1i_post_frt,e1i_tot_lvs,e1h_len,e1h_tot_nod,e1h_frt_nod,e1h_tot_fruit,e1h_tot_lvs,e2f_len,e2f_tot_nod,e2f_flor_nod,e2f_buds,e2f_lvs,e2i_len,e2i_tot_nod,e2i_frt_nod,e2i_frts,e2i_lvs,e2h_len,e2h_tot_nod,e2h_frtd_nod,e2h_frt,e2h_tot_lvs
477,120,32,N,Miguel,X6,lshd,l,shd,66,33,11,8,40,13,13,39.5,13,2,9,4,36,12,3,12,3,40,13,1,2,3,41.5,16,0,0,0
478,120,32,S,Miguel,X6,lshd,l,shd,66,29.5,11,7,17,8,15,31,12,1,5,8,32,12,3,15,8,32,13,2,15,6,43,19,3,11,6
479,120,32,E,Miguel,X6,lshd,l,shd,66,30,10,7,23,11,10,31,12,1,3,0,26,9,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
480,120,32,W,Miguel,X6,lshd,l,shd,66,39.5,12,8,65,27,15,46,14,2,14,10,47.5,13,7,41,6,49,16,3,16,8,41.5,18,3,8,4
481,121,33,N,Miguel,X6,lshd,l,shd,0,25,11,6,NA,42,11,29,13,5,25,9,28,14,5,17,5,32,18,3,11,7,32,17,2,4,2
482,121,33,S,Miguel,X6,lshd,l,shd,0,37,12,8,NA,29,13,36,11,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
483,121,33,E,Miguel,X6,lshd,l,shd,0,31,11,7,NA,30,11,37,13,3,5,4,38,14,7,14,7,43,17,3,17,8,42.5,17,2,8,4
484,121,33,W,Miguel,X6,lshd,l,shd,0,25,10,3,NA,17,5,26,12,1,1,7,27,11,2,6,3,28,15,1,1,4,29.5,10,0,0,0
485,122,34,N,Miguel,X6,lshd,l,shd,0,50,13,8,NA,38,20,64,16,5,11,21,63,17,5,65,16,72,20,4,47,18,74,19,5,19,8
486,122,34,S,Miguel,X6,lshd,l,shd,0,43,11,7,NA,42,14,43,11,5,7,10,50.5,15,7,35,13,56.5,18,4,16,18,63,20,3,5,12
487,122,34,E,Miguel,X6,lshd,l,shd,0,38,12,7,NA,13,12,38,12,1,6,4,38,12,6,26,1,33,11,1,8,0,34,11,1,2,0
488,122,34,W,Miguel,X6,lshd,l,shd,0,42,11,7,NA,64,17,39,11,6,33,7,42.5,9,6,61,7,35,10,2,5,4,51.5,17,3,4,9
489,123,35,N,Miguel,X6,lshd,l,shd,33,27,11,8,30,21,7,25,10,3,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
490,123,35,S,Miguel,X6,lshd,l,shd,33,24,6,1,4,4,9,28,8,1,1,8,29,9,5,34,6,30,9,4,15,7,33,12,4,12,7
491,123,35,E,Miguel,X6,lshd,l,shd,33,14.5,6,2,7,7,11,17,6,0,0,6,17,6,4,13,5,17,6,2,6,3,na,na,na,na,na
492,123,35,W,Miguel,X6,lshd,l,shd,33,16,7,3,18,10,12,33,10,2,3,10,34,10,6,65,12,39,14,6,56,14,42,16,6,31,7
493,124,36,N,Miguel,X6,lshd,l,shd,66,20,8,4,17,5,10,22.5,9,1,1,3,21.5,8,0,0,0,22,8,0,0,0,na,na,na,na,na
494,124,36,S,Miguel,X6,lshd,l,shd,66,11,4,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
495,124,36,E,Miguel,X6,lshd,l,shd,66,20.5,10,7,15,5,5,20.5,9,1,1,2,20,9,2,2,2,20,10,0,0,2,17,8,0,0,0
496,124,36,W,Miguel,X6,lshd,l,shd,66,46,14,7,4,4,8,35,13,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,0,0,0
497,125,37,N,Miguel,X6,lshd,l,shd,33,27,11,4,25,25,2,32,15,3,13,4,31,15,4,12,5,33,17,5,16,7,39,21,3,8,10
498,125,37,S,Miguel,X6,lshd,l,shd,33,28.5,11,8,31,20,7,32,12,2,7,0,30,11,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
499,125,37,E,Miguel,X6,lshd,l,shd,33,29,12,7,39,31,10,33,12,4,17,4,29,10,2,3,0,28,11,0,0,0,44,21,3,4,9
500,125,37,W,Miguel,X6,lshd,l,shd,33,26,11,7,6,5,11,29,11,0,0,6,29,11,3,14,1,28.5,10,3,10,0,27.5,9,1,6,0
501,126,38,N,Miguel,X6,lshd,l,shd,66,43,17,13,35,23,7,54.5,22,3,10,10,56,21,10,120,9,60,26,10,112,10,59,25,9,61,6
502,126,38,S,Miguel,X6,lshd,l,shd,66,45.5,16,13,40,13,14,49,22,3,10,9,48,20,12,58,5,51,21,8,44,5,38.5,20,5,22,3
503,126,38,E,Miguel,X6,lshd,l,shd,66,32,12,9,24,9,6,41,17,1,3,7,41,17,10,84,4,45,20,7,85,10,48,20,8,61,1
504,126,38,W,Miguel,X6,lshd,l,shd,66,28,12,8,35,13,17,35.5,13,3,12,12,37,15,9,74,10,40,19,8,62,12,35,20,11,74,11
505,127,39,N,Miguel,X6,lshd,l,shd,33,26,10,6,35,25,16,43,16,4,13,20,43,16,10,95,17,45.5,18,5,39,11,50,19,5,22,6
506,127,39,S,Miguel,X6,lshd,l,shd,33,37,13,9,83,54,15,51,18,6,28,15,50,18,8,83,10,52.5,21,7,49,12,53,21,7,46,4
507,127,39,E,Miguel,X6,lshd,l,shd,33,36,13,9,71,48,14,54.5,18,5,22,13,55,20,9,55,7,56.5,22,6,36,7,63,27,6,20,9
508,127,39,W,Miguel,X6,lshd,l,shd,33,16,7,3,23,22,10,29,10,2,11,9,28,10,7,68,8,33.5,13,6,58,10,38.5,15,6,36,5
509,128,40,N,Miguel,X6,lshd,l,shd,33,35,17,14,31,20,13,42,22,5,10,10,44.5,22,7,23,5,45.5,25,5,15,6,44,27,4,8,3
510,128,40,S,Miguel,X6,lshd,l,shd,33,39,19,15,53,41,8,40,19,7,22,0,37,16,0,0,0,35,16,0,0,0,35,16,0,0,0
511,128,40,E,Miguel,X6,lshd,l,shd,33,23,10,7,37,15,12,24,11,1,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
512,128,40,W,Miguel,X6,lshd,l,shd,33,36,16,12,55,34,12,50,21,7,15,10,52,1,12,55,8,54,25,3,20,11,55,24,4,15,7
513,129,41,N,Miguel,X6,lshd,l,shd,33,32,10,7,10,7,10,35,10,0,0,6,34,10,4,8,5,34,10,1,1,3,33,10,0,0,0
514,129,41,S,Miguel,X6,lshd,l,shd,33,42.5,16,13,36,24,12,59,11,3,11,11,59.5,21,9,121,8,59.5,25,13,101,7,61.5,26,5,22,0
515,129,41,E,Miguel,X6,lshd,l,shd,33,38,15,11,25,21,9,42,16,2,5,2,46,17,9,38,0,44.5,19,3,21,8,50,21,3,13,8
516,129,41,W,Miguel,X6,lshd,l,shd,33,33,10,4,15,15,12,42,12,3,9,10,42,12,8,62,10,44,13,7,50,11,50,16,6,26,8
517,130,42,N,Miguel,X6,lshd,l,shd,66,31,11,7,22,7,11,47,16,1,2,14,47,16,7,57,7,51,19,6,46,6,58,23,6,28,10
518,130,42,S,Miguel,X6,lshd,l,shd,66,41,14,11,59,21,13,48,16,4,7,6,59.5,15,5,15,2,45,15,3,12,1,47,19,4,5,8
519,130,42,E,Miguel,X6,lshd,l,shd,66,33.5,12,9,36,10,14,37,15,2,5,7,36.5,14,5,20,6,39,16,5,20,6,43,17,2,7,0
520,130,42,W,Miguel,X6,lshd,l,shd,66,29,10,6,32,14,15,29,9,1,4,6,25,7,4,48,6,29,12,1,3,7,24,8,0,0,0
521,131,43,N,Miguel,X6,lshd,l,shd,66,17.5,7,3,6,4,9,21.5,9,1,2,8,21,8,5,39,4,23,11,5,34,6,24,12,5,24,4
522,131,43,S,Miguel,X6,lshd,l,shd,66,26,9,5,10,3,14,25.5,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,22,6,13,10
523,131,43,E,Miguel,X6,lshd,l,shd,66,36,12,8,22,11,8,47,16,2,11,5,46,17,7,49,3,48,20,6,28,6,11,2,0,0,0
524,131,43,W,Miguel,X6,lshd,l,shd,66,35,12,8,36,26,16,,13,3,14,6,37.5,12,1,6,8,40,15,0,0,11,42,15,0,0,8
525,132,44,N,Miguel,X6,lshd,l,shd,0,25,11,8,NA,18,11,31,14,4,10,9,31,14,5,16,2,33,16,4,11,4,34,18,3,4,7
526,132,44,S,Miguel,X6,lshd,l,shd,0,30,11,8,NA,39,13,44,14,6,22,14,36,15,5,10,6,38,17,3,6,5,40,19,1,1,7
527,132,44,E,Miguel,X6,lshd,l,shd,0,34.5,14,10,NA,63,17,49,19,8,31,18,48,19,9,84,9,52.5,23,8,50,7,58.5,26,4,11,9
528,132,44,W,Miguel,X6,lshd,l,shd,0,32,12,9,NA,20,15,38,14,4,9,14,38,14,3,8,10,39,16,1,5,14,47,18,1,4,14
529,133,45,N,Miguel,X7,hsun,h,sun,0,35.5,13,9,NA,68,12,49,19,8,35,10,50,18,9,101,2,52,22,9,90,6,59,26,6,31,11
530,133,45,S,Miguel,X7,hsun,h,sun,0,25,9,5,NA,22,7,38,16,3,8,11,38,15,8,34,2,41,19,6,31,6,52,24,5,26,17
531,133,45,E,Miguel,X7,hsun,h,sun,0,25,10,6,NA,38,8,40,16,6,25,9,42,16,8,44,4,42,18,6,32,15,52,25,5,22,15
532,133,45,W,Miguel,X7,hsun,h,sun,0,32,10,7,NA,61,19,44.5,18,7,25,15,48,18,11,101,3,48,21,14,95,9,50,24,12,53,6
533,134,46,N,Miguel,X7,hsun,h,sun,0,31.5,13,8,NA,24,10,52,19,7,19,8,52,19,9,49,2,50,21,6,38,7,59,27,6,26,8
534,134,46,S,Miguel,X7,hsun,h,sun,0,32.5,13,9,NA,29,7,43.5,17,4,19,8,43,18,6,25,3,44.5,21,5,21,6,53.5,25,4,10,5
535,134,46,E,Miguel,X7,hsun,h,sun,0,19.5,10,6,NA,38,9,29,11,6,27,0,30,12,5,9,0,31,16,1,3,4,30,16,0,0,0
536,134,46,W,Miguel,X7,hsun,h,sun,0,42,16,13,NA,47,8,51,23,7,25,8,51,21,10,23,6,51,25,6,10,8,54,25,1,1,0
537,135,47,N,Miguel,X7,hsun,h,sun,33,19.5,7,2,4,4,7,23,8,2,4,5,24,8,2,3,0,23.5,11,0,0,4,23,11,0,0,4
538,135,47,S,Miguel,X7,hsun,h,sun,33,23.5,8,4,5,5,6,40.5,14,2,2,10,41.5,14,11,75,5,44,16,9,53,8,49,16,7,32,11
539,135,47,E,Miguel,X7,hsun,h,sun,33,23.5,9,6,5,4,7,27,13,0,0,7,27,12,3,8,5,32.5,16,3,8,8,39.5,17,1,1,10
540,135,47,W,Miguel,X7,hsun,h,sun,33,26,9,5,10,7,9,20,8,3,4,0,16,7,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
541,136,48,N,Miguel,X7,hsun,h,sun,33,38,13,9,26,17,13,51,18,5,13,16,50,18,4,10,7,48,21,0,0,8,56,22,0,0,7
542,136,48,S,Miguel,X7,hsun,h,sun,33,35,12,8,43,24,12,38.5,15,4,9,5,42,14,4,7,3,42,17,0,0,6,46.5,19,0,0,11
543,136,48,E,Miguel,X7,hsun,h,sun,33,29.5,11,6,10,6,15,47,18,2,2,15,47,18,6,33,12,47,20,4,12,15,48,19,0,0,0
544,136,48,W,Miguel,X7,hsun,h,sun,33,38,14,12,67,52,12,45,21,6,18,15,48,18,2,5,8,42,23,2,4,7,62,28,1,1,14
545,137,49,N,Miguel,X7,hsun,h,sun,66,23,7,6,27,15,11,33,11,1,3,16,35,11,7,68,3,33,11,7,57,0,29.5,11,3,21,0
546,137,49,S,Miguel,X7,hsun,h,sun,66,15,5,5,8,1,4,16,8,1,1,6,15,8,2,3,5,21,9,2,4,7,23,11,1,2,5
547,137,49,E,Miguel,X7,hsun,h,sun,66,13,6,4,18,7,7,20,8,2,5,5,22,9,5,30,0,25,11,5,26,4,30,15,5,18,9
548,137,49,W,Miguel,X7,hsun,h,sun,66,19,8,5,5,3,10,20,11,1,3,5,21,9,3,15,0,23,14,2,8,4,23,14,1,4,3
549,138,50,N,Miguel,X7,hsun,h,sun,0,34,11,8,NA,35,11,51,19,4,8,14,52.5,19,10,46,4,57,21,10,59,9,64,27,10,34,12
550,138,50,S,Miguel,X7,hsun,h,sun,0,28.5,11,7,NA,71,13,41,16,7,24,13,44,15,8,28,9,37,14,4,14,3,39,17,7,25,9
551,138,50,E,Miguel,X7,hsun,h,sun,0,26,7,0,NA,0,13,42,10,0,0,14,43,10,5,30,6,44,14,6,8,9,50,14,2,2,11
552,138,50,W,Miguel,X7,hsun,h,sun,0,28,10,6,NA,51,13,43,16,4,12,20,48.5,15,8,56,10,42,15,9,44,4,40,16,4,10,4
553,139,51,N,Miguel,X7,hsun,h,sun,0,29,7,5,NA,14,7,29,8,4,9,4,32,9,1,1,0,31,11,0,0,0,36,14,0,0,3
554,139,51,S,Miguel,X7,hsun,h,sun,0,26,11,7,NA,21,5,35,12,6,14,7,34,13,4,12,0,34,16,3,12,4,36,16,2,3,3
555,139,51,E,Miguel,X7,hsun,h,sun,0,22,8,4,NA,7,6,31,11,2,6,6,32,10,6,30,0,35,15,5,17,4,34,16,3,3,3
556,139,51,W,Miguel,X7,hsun,h,sun,0,26,7,4,NA,12,12,29,11,3,6,14,32,9,3,8,7,32,14,2,7,9,43,15,2,4,8
557,140,52,N,Miguel,X7,hsun,h,sun,0,35.5,12,7,NA,25,10,39,14,3,6,12,37,14,12,87,0,39.5,14,7,31,0,55,21,2,3,12
558,140,52,S,Miguel,X7,hsun,h,sun,0,33,14,9,NA,48,13,41,19,5,14,7,43.5,20,8,21,4,45,22,4,7,7,60,28,1,2,12
559,140,52,E,Miguel,X7,hsun,h,sun,0,18,7,4,NA,13,5,39,8,2,3,2,19.5,8,0,0,1,19,9,0,0,2,19.5,9,0,0,1
560,140,52,W,Miguel,X7,hsun,h,sun,0,19,9,5,NA,13,12,29,14,2,3,8,30,13,9,16,3,32,16,5,7,7,42.5,21,1,1,14
561,141,53,N,Miguel,X7,hsun,h,sun,66,32,9,7,39,12,8,47,16,3,8,11,47.5,16,9,80,10,51,19,8,63,16,47,17,5,20,2
562,141,53,S,Miguel,X7,hsun,h,sun,66,30,11,8,67,20,4,43,17,3,19,10,45.5,17,7,32,3,45,19,6,25,7,52,21,6,18,7
563,141,53,E,Miguel,X7,hsun,h,sun,66,20,8,4,7,3,4,23,12,0,0,0,24,12,0,0,0,23.5,16,0,0,4,30,20,0,0,7
564,141,53,W,Miguel,X7,hsun,h,sun,66,30,9,6,34,18,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0,0,0
565,142,54,N,Miguel,X7,hsun,h,sun,0,31,9,6,NA,30,10,45,16,1,1,14,48,14,9,66,0,51,16,9,50,3,47.5,19,3,10,1
566,142,54,S,Miguel,X7,hsun,h,sun,0,25,8,6,NA,9,8,33,15,2,3,8,33,10,2,5,5,35,12,1,3,7,36.5,14,0,0,9
567,142,54,E,Miguel,X7,hsun,h,sun,0,26,9,6,NA,10,9,44,10,0,0,14,47,15,7,31,2,46,18,4,13,3,48,21,1,1,5
568,142,54,W,Miguel,X7,hsun,h,sun,0,23,8,4,NA,8,5,27,11,3,3,2,24,9,0,0,0,25,8,0,0,0,24,8,0,0,0
569,143,55,N,Miguel,X7,hsun,h,sun,66,14,5,1,2,2,8,29.5,9,1,1,9,27,8,7,33,0,26,8,7,29,0,25,8,3,4,0
570,143,55,S,Miguel,X7,hsun,h,sun,66,19,7,4,8,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
571,143,55,E,Miguel,X7,hsun,h,sun,66,20,7,2,5,5,8,36.5,12,0,0,13,39,13,11,100,2,40.5,15,11,63,6,53,20,7,28,9
572,143,55,W,Miguel,X7,hsun,h,sun,66,18,6,1,1,1,10,36,13,0,0,11,36,13,11,93,8,42.5,17,10,69,11,41,16,10,30,4
573,144,56,N,Miguel,X7,hsun,h,sun,0,29.5,10,8,NA,44,7,35,16,8,27,10,35,15,0,0,5,35,18,0,0,7,35.5,19,0,0,7
574,144,56,S,Miguel,X7,hsun,h,sun,0,29,10,5,NA,26,12,43,15,2,3,9,45,15,9,83,3,50,14,11,73,9,55,24,8,35,11
575,144,56,E,Miguel,X7,hsun,h,sun,0,31,12,9,NA,47,7,42,17,6,28,15,44,16,8,55,2,48,21,8,45,6,48,24,6,21,8
576,144,56,W,Miguel,X7,hsun,h,sun,0,32,10,6,NA,30,11,51,18,5,14,15,49.5,19,11,80,7,52,20,9,74,7,50,21,7,43,0
577,145,57,N,Miguel,X7,hsun,h,sun,66,35,10,8,54,18,7,50,16,3,3,8,49.5,16,9,65,0,53,19,7,50,6,60,23,7,36,10
578,145,57,S,Miguel,X7,hsun,h,sun,66,44.5,13,9,77,30,14,47,16,3,7,2,49,9,6,52,1,49,5,3,19,0,48,15,4,12,0
579,145,57,E,Miguel,X7,hsun,h,sun,66,38.5,12,8,27,16,3,36,11,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
580,145,57,W,Miguel,X7,hsun,h,sun,66,40,11,8,64,19,16,45,15,2,6,5,46,13,6,34,4,45.5,16,4,16,1,44,13,3,5,1
581,146,58,N,Miguel,X7,hsun,h,sun,33,32,11,10,24,16,5,32.5,12,3,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,0,0,0
582,146,58,S,Miguel,X7,hsun,h,sun,33,27.5,10,7,12,12,9,45,17,4,6,15,46,16,9,69,8,47,19,9,57,16,48,21,6,20,9
583,146,58,E,Miguel,X7,hsun,h,sun,33,39.5,12,10,42,33,12,41,16,2,3,11,52,19,5,8,4,53.5,21,2,7,10,57,26,1,2,15
584,146,58,W,Miguel,X7,hsun,h,sun,33,40,13,10,16,13,12,49,17,4,9,15,44,14,9,36,2,48,16,7,48,4,48.5,18,7,22,4
585,147,59,N,Miguel,X7,hsun,h,sun,66,31,11,8,41,14,7,45,17,2,9,11,48,18,9,58,7,49,19,10,50,10,51.5,22,9,35,11
586,147,59,S,Miguel,X7,hsun,h,sun,66,28.5,10,6,7,4,7,34,14,1,1,10,37,14,3,31,4,36,14,3,31,4,39,17,3,8,4
587,147,59,E,Miguel,X7,hsun,h,sun,66,33.5,13,3,7,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
588,147,59,W,Miguel,X7,hsun,h,sun,66,37,13,9,42,21,5,49,19,2,6,16,52,19,11,92,8,55,21,10,53,10,58,25,9,31,8
589,148,60,N,Miguel,X7,hsun,h,sun,33,13,8,4,16,12,4,27,13,1,5,8,29,14,6,30,3,32,16,8,33,8,40.5,21,7,12,13
590,148,60,S,Miguel,X7,hsun,h,sun,33,36.5,18,4,5,5,5,48,22,0,0,8,51,24,4,17,3,51,28,2,16,5,28,11,0,0,0
591,148,60,E,Miguel,X7,hsun,h,sun,33,24,8,3,31,23,10,35,13,2,20,7,37,13,8,38,0,39,16,8,27,6,46,20,6,18,19
592,148,60,W,Miguel,X7,hsun,h,sun,33,38.5,15,9,138,82,14,55,20,6,47,13,59,21,11,79,2,61,24,12,75,8,64,25,9,54,8
593,149,61,N,Miguel,X7,hsun,h,sun,33,22,9,4,3,3,6,19.5,11,2,2,2,27.5,9,3,6,0,27.5,13,0,0,1,32,18,0,0,6
594,149,61,S,Miguel,X7,hsun,h,sun,33,24.5,9,4,6,4,9,29.5,11,2,3,2,29,11,3,5,1,30.5,11,0,0,0,na,na,na,na,na
595,149,61,E,Miguel,X7,hsun,h,sun,33,23,9,3,6,6,11,29,11,1,1,5,32,12,7,50,5,37,15,7,48,12,40,17,7,36,6
596,149,61,W,Miguel,X7,hsun,h,sun,33,17,6,2,1,1,7,29,10,1,1,9,29,10,8,36,7,34,14,7,27,13,35,14,6,17,6
597,150,62,N,Miguel,X7,hsun,h,sun,0,22,9,6,NA,10,10,28.5,12,4,8,7,29,12,5,13,3,23,15,6,14,8,41,20,5,9,11
598,150,62,S,Miguel,X7,hsun,h,sun,0,30,14,10,NA,23,11,33,16,7,15,6,36,16,1,1,0,36,20,3,3,3,39.5,24,0,0,2
599,150,62,E,Miguel,X7,hsun,h,sun,0,21.5,11,6,NA,8,2,20,10,1,1,1,21.5,12,0,0,0,24,13,0,0,2,na,na,na,na,na
600,150,62,W,Miguel,X7,hsun,h,sun,0,33.5,14,9,NA,24,11,50,21,6,19,8,49.5,18,9,36,0,49.5,19,6,23,0,49,19,0,0,0
601,151,63,N,Miguel,X7,hsun,h,sun,66,41.5,14,12,13,5,6,51.5,21,0,0,9,52,21,7,44,2,52,23,4,36,6,52,22,3,22,1
602,151,63,S,Miguel,X7,hsun,h,sun,66,24,9,5,14,7,5,40.5,15,1,1,11,40,15,12,102,6,42,18,9,64,4,48.5,24,7,25,8
603,151,63,E,Miguel,X7,hsun,h,sun,66,35.5,10,6,9,7,8,37,11,1,3,5,38,11,4,14,0,37,11,1,2,0,37,11,1,3,0
604,151,63,W,Miguel,X7,hsun,h,sun,66,34,11,7,12,4,5,46.5,17,2,2,9,47,18,8,59,3,53,22,6,38,8,49,19,4,13,4
605,152,64,N,Miguel,X7,hsun,h,sun,0,17,8,5,NA,20,6,14.5,8,2,3,0,15.5,7,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
606,152,64,S,Miguel,X7,hsun,h,sun,0,29,13,10,NA,9,4,31,15,1,1,2,32,17,1,1,0,31.5,17,0,0,0,28,12,0,0,0
607,152,64,E,Miguel,X7,hsun,h,sun,0,33,15,11,NA,28,9,48,21,5,6,16,50,19,7,9,5,51,25,1,4,6,61,27,0,0,13
608,152,64,W,Miguel,X7,hsun,h,sun,0,15.5,8,4,NA,8,6,16.5,9,3,5,4,17,8,0,0,3,16.5,8,0,0,4,16,8,0,0,1
609,153,65,N,Miguel,X7,hsun,h,sun,33,23,9,5,33,29,9,38,15,4,14,8,39,15,0,0,0,37,15,0,0,0,14,5,0,0,0
610,153,65,S,Miguel,X7,hsun,h,sun,33,39,15,10,23,16,13,39,19,4,12,6,52.5,19,0,0,0,51,19,0,0,0,13,3,0,0,0
611,153,65,E,Miguel,X7,hsun,h,sun,33,17.5,7,3,11,6,3,22.5,9,1,2,2,23,10,3,4,0,23,13,0,0,4,24,14,0,0,0
612,153,65,W,Miguel,X7,hsun,h,sun,33,25.5,10,6,23,17,7,28,11,4,13,5,25,8,0,0,0,24,9,0,0,0,24,9,0,0,0
613,154,66,N,Miguel,X7,hsun,h,sun,0,29.5,13,10,NA,42,5,42.5,19,8,22,11,41,19,8,58,3,43,23,12,61,5,44.5,22,7,33,0
614,154,66,S,Miguel,X7,hsun,h,sun,0,14.5,7,2,NA,6,3,25,11,2,5,7,26,11,7,22,1,29,12,6,22,7,33,14,5,11,10
615,154,66,E,Miguel,X7,hsun,h,sun,0,18.5,8,7,NA,4,4,25.5,13,0,0,7,27,11,7,19,2,31,17,4,8,5,41.5,19,2,3,13
616,154,66,W,Miguel,X7,hsun,h,sun,0,33,9,9,NA,19,4,35,15,2,4,1,31.5,12,1,2,0,30,12,0,0,0,na,na,na,na,na
617,155,67,N,Miguel,X8,lsun,l,sun,66,35.5,16,9,11,2,9,51,21,0,0,10,56,22,17,118,4,59,25,16,73,9,64,30,8,24,11
618,155,67,S,Miguel,X8,lsun,l,sun,66,13.5,6,2,23,11,9,19,10,1,11,4,20,9,2,4,1,22.5,13,2,4,7,22,13,0,0,0
619,155,67,E,Miguel,X8,lsun,l,sun,66,16,7,4,28,17,5,21,10,2,12,4,21.5,10,6,37,2,21,10,5,22,0,18,9,2,4,0
620,155,67,W,Miguel,X8,lsun,l,sun,66,19,8,3,18,5,10,33,13,1,4,8,33,13,11,65,4,38.5,11,5,32,11,39,17,9,31,3
621,156,68,N,Miguel,X8,lsun,l,sun,0,NA,NA,NA,NA,NA,NA,32,12,5,20,6,31,13,4,10,1,34,15,3,6,4,34,16,2,4,2
622,156,68,S,Miguel,X8,lsun,l,sun,0,NA,NA,NA,NA,NA,NA,21,9,3,13,4,22.5,10,1,2,2,24.5,12,0,0,6,29.5,14,0,0,0
623,156,68,E,Miguel,X8,lsun,l,sun,0,NA,NA,NA,NA,NA,NA,35.5,14,4,6,7,37,13,9,51,3,39,16,5,25,6,43,19,4,12,7
624,156,68,W,Miguel,X8,lsun,l,sun,0,NA,NA,NA,NA,NA,NA,32,11,6,25,2,31,12,0,0,0,33,12,0,0,0,na,na,na,na,na
625,157,69,N,Miguel,X8,lsun,l,sun,66,32,12,10,42,12,4,36.5,14,2,3,0,37,15,0,0,0,36,16,1,1,2,36.5,17,0,0,0
626,157,69,S,Miguel,X8,lsun,l,sun,66,33,13,11,21,10,4,37,16,3,3,3,37,14,0,0,0,35,14,1,1,0,33,13,0,0,0
627,157,69,E,Miguel,X8,lsun,l,sun,66,31,12,9,15,3,5,39,17,2,4,7,40,18,6,18,0,39.5,19,6,14,4,42,22,3,3,2
628,157,69,W,Miguel,X8,lsun,l,sun,66,43,16,12,27,6,9,56,22,2,4,12,54.5,22,4,10,7,56,26,1,1,11,61,29,1,1,7
629,158,70,N,Miguel,X8,lsun,l,sun,33,15.5,10,3,11,7,3,NA,NA,NA,NA,NA,6.5,3,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
630,158,70,S,Miguel,X8,lsun,l,sun,33,19,8,4,20,17,12,23,11,3,10,3,20.5,8,2,3,1,20,8,0,0,0,20,8,0,0,0
631,158,70,E,Miguel,X8,lsun,l,sun,33,24,11,7,32,23,9,29,14,5,21,4,28,11,0,0,0,28,12,0,0,0,na,na,na,na,na
632,158,70,W,Miguel,X8,lsun,l,sun,33,22,7,5,34,24,12,33,13,4,21,10,35.5,13,9,69,5,33.5,13,10,67,1,32.5,14,7,31,0
633,159,71,N,Miguel,X8,lsun,l,sun,0,26,9,6,NA,49,7,27.5,12,6,42,2,27,11,2,3,0,26,11,0,0,0,30,17,0,0,4
634,159,71,S,Miguel,X8,lsun,l,sun,0,30,12,9,NA,32,11,38,16,7,27,4,36.5,15,3,6,4,41,21,4,9,10,47,24,3,9,10
635,159,71,E,Miguel,X8,lsun,l,sun,0,32,13,10,NA,46,10,31,13,7,27,0,31,12,0,0,0,30,12,0,0,0,20,8,0,0,0
636,159,71,W,Miguel,X8,lsun,l,sun,0,36,14,10,NA,73,11,37,14,10,45,2,35.5,13,0,0,0,35,13,0,0,0,34,14,0,0,0
637,160,72,N,Miguel,X8,lsun,l,sun,0,49,14,10,NA,15,7,52,17,3,4,1,54,17,0,0,0,54,17,0,0,0,52.5,17,0,0,0
638,160,72,S,Miguel,X8,lsun,l,sun,0,30,11,7,NA,12,6,42,14,2,5,8,43,15,1,2,3,48,19,0,0,7,46,21,0,0,4
639,160,72,E,Miguel,X8,lsun,l,sun,0,27.5,11,7,NA,17,4,31,14,4,8,2,32.5,14,0,0,0,33,13,0,0,0,32,12,0,0,0
640,160,72,W,Miguel,X8,lsun,l,sun,0,28,11,7,NA,39,12,39,17,7,35,10,36,15,7,56,3,44,21,9,46,11,45,22,6,38,6
641,161,73,N,Miguel,X8,lsun,l,sun,66,21.5,6,4,10,5,4,25,9,2,6,3,21.5,5,1,1,0,23.5,8,2,3,0,20,4,0,0,0
642,161,73,S,Miguel,X8,lsun,l,sun,66,32,10,7,49,15,6,43,18,1,9,9,42.5,16,9,67,4,46,19,8,50,7,45,19,8,35,0
