branch_id,plant_id,plant_num,orientation,farmer,plot_id,plot_type,fert_trt,shd_trt,per_thin,e1i_len,e1i_tot_nod,e1i_pot_nod,e1i_pre_frt,e1i_post_frt,e1i_tot_lvs,e1h_len,e1h_tot_nod,e1h_frt_nod,e1h_tot_fruit,e1h_tot_lvs,e2f_len,e2f_tot_nod,e2f_flor_nod,e2f_buds,e2f_lvs,e2i_len,e2i_tot_nod,e2i_frt_nod,e2i_frts,e2i_lvs,e2h_len,e2h_tot_nod,e2h_frtd_nod,e2h_frt,e2h_tot_lvs
967,242,66,E,Oscar,X11,hsun,h,sun,66,39.5,17,12,179,65,13,54.5,24,4,38,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
968,242,66,W,Oscar,X11,hsun,h,sun,66,26.5,11,7,102,43,8,34.5,15,3,31,8,35.5,16,8,48,6,41,20,7,39,10,39,14,8,26,0
969,243,67,N,Oscar,X12,lsun,l,sun,0,31,11,7,NA,118,14,38,15,8,93,6,39,15,0,0,0,38.5,15,0,0,0,na,na,na,na,na
970,243,67,S,Oscar,X12,lsun,l,sun,0,31,12,8,NA,92,12,32,12,6,38,0,29,10,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
971,243,67,E,Oscar,X12,lsun,l,sun,0,32,13,8,NA,88,18,39,16,8,78,7,39,16,0,0,0,39,16,0,0,0,38,16,0,0,0
972,243,67,W,Oscar,X12,lsun,l,sun,0,32,13,7,NA,90,17,42,17,7,79,12,45,17,0,0,5,45,19,0,0,7,48.5,24,0,0,3
973,244,68,N,Oscar,X12,lsun,l,sun,0,39,11,7,NA,39,12,41,15,4,15,5,44,15,0,0,6,43.5,15,0,0,7,44,21,0,0,2
974,244,68,S,Oscar,X12,lsun,l,sun,0,39,13,7,NA,25,15,43,17,4,10,2,44.5,17,0,0,0,43.5,17,0,0,0,42.5,17,0,0,0
975,244,68,E,Oscar,X12,lsun,l,sun,0,42,13,8,NA,68,12,50,18,7,32,0,45,15,0,0,0,46,14,0,0,0,45,14,0,0,0
976,244,68,W,Oscar,X12,lsun,l,sun,0,46,14,9,NA,48,10,64,15,6,15,0,49,15,0,0,0,39,10,0,0,0,38,10,0,0,0
977,245,69,N,Oscar,X12,lsun,l,sun,66,31.5,14,8,95,40,14,21,8,3,27,0,21.5,9,0,0,0,21,7,0,0,0,21,8,0,0,0
978,245,69,S,Oscar,X12,lsun,l,sun,66,38,15,10,79,24,11,49,21,3,9,4,52.5,22,10,100,3,52.5,25,9,52,7,52,25,7,21,0
979,245,69,E,Oscar,X12,lsun,l,sun,66,36,14,9,100,29,11,42.5,17,3,20,7,43,17,9,36,3,44,17,6,23,9,46,21,3,7,0
980,245,69,W,Oscar,X12,lsun,l,sun,66,45,18,12,203,75,13,54,22,4,58,11,54,24,10,42,8,60,27,7,21,13,65.5,31,3,11,7
981,246,70,N,Oscar,X12,lsun,l,sun,0,41,16,13,NA,87,9,54,22,10,52,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
982,246,70,S,Oscar,X12,lsun,l,sun,0,34,15,10,NA,98,10,32,14,10,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
983,246,70,E,Oscar,X12,lsun,l,sun,0,42,17,12,NA,102,11,42,19,12,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
984,246,70,W,Oscar,X12,lsun,l,sun,0,41,17,12,NA,58,11,48,21,8,28,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
985,247,71,N,Oscar,X12,lsun,l,sun,0,37,14,11,NA,82,12,38,15,10,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
986,247,71,S,Oscar,X12,lsun,l,sun,0,31,14,8,NA,94,12,42,19,8,68,11,41,19,10,40,4,45,21,8,24,9,45.5,25,5,9,5
987,247,71,E,Oscar,X12,lsun,l,sun,0,33,15,9,NA,67,12,46.5,20,8,40,5,47.5,20,11,81,2,48,20,9,19,0,54.5,26,4,14,9
988,247,71,W,Oscar,X12,lsun,l,sun,0,32,14,9,NA,65,10,34,15,9,61,0,27,9,0,0,0,25,9,0,0,0,25,9,0,0,0
989,248,72,N,Oscar,X12,lsun,l,sun,33,36,17,13,80,58,6,39.5,23,8,38,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
990,248,72,S,Oscar,X12,lsun,l,sun,33,21.5,13,7,11,11,7,31,18,2,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
991,248,72,E,Oscar,X12,lsun,l,sun,33,28,13,8,43,32,6,36,20,5,26,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
992,248,72,W,Oscar,X12,lsun,l,sun,33,19,11,4,5,5,6,22,13,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
993,249,73,N,Oscar,X12,lsun,l,sun,66,19,9,5,4,4,9,20.5,12,0,0,2,22,12,0,0,0,20,13,0,0,0,20.5,11,0,0,0
994,249,73,S,Oscar,X12,lsun,l,sun,66,22.5,10,4,12,5,11,44,18,1,1,6,45,20,7,17,8,48,23,0,0,12,53,29,0,0,6
995,249,73,E,Oscar,X12,lsun,l,sun,66,25,10,5,43,19,12,44,18,1,6,10,49,18,13,50,5,51.5,23,5,14,12,56,26,4,9,0
996,249,73,W,Oscar,X12,lsun,l,sun,66,24,10,5,28,14,12,48,18,1,6,15,49,18,10,28,4,53,22,0,0,9,61,26,0,0,12
997,250,74,N,Oscar,X12,lsun,l,sun,66,28,9,4,47,20,16,51.5,17,2,5,19,53,18,14,219,13,59,23,15,201,14,59,22,10,82,0
998,250,74,S,Oscar,X12,lsun,l,sun,66,41,12,6,86,35,12,49.5,15,2,20,4,48,15,7,72,1,50,15,8,47,0,49,15,7,47,0
999,250,74,E,Oscar,X12,lsun,l,sun,66,25.5,9,3,32,8,14,52,18,1,3,24,53,18,15,246,7,56,22,15,200,11,56,23,14,173,6
1000,250,74,W,Oscar,X12,lsun,l,sun,66,31,10,5,31,25,13,46,16,2,16,14,47,16,11,97,13,52,20,11,90,12,43,21,11,56,5
1001,251,75,N,Oscar,X12,lsun,l,sun,33,39.5,16,11,159,113,12,42,17,8,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1002,251,75,S,Oscar,X12,lsun,l,sun,33,55,20,16,182,124,11,55,22,6,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1003,251,75,E,Oscar,X12,lsun,l,sun,33,41.5,15,11,178,132,7,44,16,8,86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1004,251,75,W,Oscar,X12,lsun,l,sun,33,44,16,10,121,83,13,43,17,6,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1005,252,76,N,Oscar,X12,lsun,l,sun,33,43.5,19,13,148,100,7,46.5,19,6,59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1006,252,76,S,Oscar,X12,lsun,l,sun,33,47,17,13,168,125,6,46,18,8,61,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1007,252,76,E,Oscar,X12,lsun,l,sun,33,42,17,12,137,93,8,37.5,12,6,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1008,252,76,W,Oscar,X12,lsun,l,sun,33,41,16,12,131,88,5,39.5,16,8,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1009,253,77,N,Oscar,X12,lsun,l,sun,0,18,9,5,NA,37,14,24.5,15,6,31,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1010,253,77,S,Oscar,X12,lsun,l,sun,0,35,16,13,NA,104,9,34.5,19,11,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1011,253,77,E,Oscar,X12,lsun,l,sun,0,39,18,14,NA,95,10,42.5,21,12,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1012,253,77,W,Oscar,X12,lsun,l,sun,0,42,20,15,NA,158,11,43,20,14,83,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1013,254,78,N,Oscar,X12,lsun,l,sun,0,35,15,9,NA,97,8,39.5,18,9,60,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1014,254,78,S,Oscar,X12,lsun,l,sun,0,31.5,14,9,NA,55,8,31,14,9,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1015,254,78,E,Oscar,X12,lsun,l,sun,0,27,11,8,NA,52,8,34,16,7,28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1016,254,78,W,Oscar,X12,lsun,l,sun,0,33,14,9,NA,108,8,38.5,19,9,69,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1017,255,79,N,Oscar,X12,lsun,l,sun,0,31,15,9,NA,51,7,29.5,13,5,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1018,255,79,S,Oscar,X12,lsun,l,sun,0,25.5,12,6,NA,47,10,39.5,17,6,43,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1019,255,79,E,Oscar,X12,lsun,l,sun,0,39.5,17,12,NA,101,12,39,18,11,67,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1020,255,79,W,Oscar,X12,lsun,l,sun,0,32,14,8,NA,75,10,43,19,8,54,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1021,256,80,N,Oscar,X12,lsun,l,sun,66,27,12,7,21,6,8,39.5,20,1,3,5,39,20,15,105,3,40,20,13,77,6,42,23,10,47,1
1022,256,80,S,Oscar,X12,lsun,l,sun,66,21,11,7,49,21,9,34,18,3,11,4,34,19,10,45,3,38,20,6,28,5,36.5,21,6,15,0
1023,256,80,E,Oscar,X12,lsun,l,sun,66,18,8,4,22,19,9,23.5,13,2,8,4,24.5,14,9,36,2,25,15,9,22,4,26,20,4,11,9
1024,256,80,W,Oscar,X12,lsun,l,sun,66,23.5,11,6,62,17,12,28,19,2,11,0,28.5,15,0,0,0,27,15,0,0,0,na,na,na,na,na
1025,257,81,N,Oscar,X12,lsun,l,sun,33,37.5,14,9,66,48,10,40,16,5,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1026,257,81,S,Oscar,X12,lsun,l,sun,33,45,16,12,147,88,12,44,16,7,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1027,257,81,E,Oscar,X12,lsun,l,sun,33,32.5,11,8,87,66,10,32,12,5,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1028,257,81,W,Oscar,X12,lsun,l,sun,33,55,17,12,182,118,15,54,18,8,72,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1029,258,82,N,Oscar,X12,lsun,l,sun,33,39,14,9,112,83,13,39,15,4,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1030,258,82,S,Oscar,X12,lsun,l,sun,33,33,14,8,95,68,12,42.5,17,4,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1031,258,82,E,Oscar,X12,lsun,l,sun,33,27,9,5,44,34,6,49.5,11,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1032,258,82,W,Oscar,X12,lsun,l,sun,33,21,8,5,70,56,7,20,9,4,30,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1033,259,83,N,Oscar,X12,lsun,l,sun,0,36.5,14,10,NA,126,10,38,15,10,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1034,259,83,S,Oscar,X12,lsun,l,sun,0,45,15,11,NA,132,10,45.5,16,10,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1035,259,83,E,Oscar,X12,lsun,l,sun,0,36,12,7,NA,89,14,39,17,6,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1036,259,83,W,Oscar,X12,lsun,l,sun,0,32,11,7,NA,66,10,31,11,5,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
1037,260,84,N,Oscar,X12,lsun,l,sun,33,15.5,9,3,5,5,8,22,13,1,3,1,24,12,0,0,0,22,12,0,0,0,7.5,3,0,0,0
1038,260,84,S,Oscar,X12,lsun,l,sun,33,31,15,7,20,16,8,36,19,3,8,5,36,19,0,0,2,38,21,0,0,8,40.5,24,0,0,6
1039,260,84,E,Oscar,X12,lsun,l,sun,33,17,10,4,8,8,12,39.5,17,2,3,13,42.5,19,12,101,8,47.5,23,12,84,16,46,22,9,16,0
1040,260,84,W,Oscar,X12,lsun,l,sun,33,29,12,6,20,14,11,41,18,4,12,12,41.5,18,10,58,7,45,22,12,52,10,44,22,8,24,0
1041,261,85,N,Oscar,X12,lsun,l,sun,66,42,15,11,91,35,9,43,18,5,14,0,43,18,0,0,0,43,16,0,0,0,43,17,0,0,0
1042,261,85,S,Oscar,X12,lsun,l,sun,66,26.5,10,5,18,4,7,27,10,1,2,3,28,10,4,21,0,31,14,5,25,10,31.5,14,4,17,2
1043,261,85,E,Oscar,X12,lsun,l,sun,66,42,17,12,92,28,7,51,23,4,20,6,52,23,9,38,1,52,23,8,27,5,53.5,26,2,3,0
1044,261,85,W,Oscar,X12,lsun,l,sun,66,27.5,11,7,80,31,12,34.5,14,3,19,10,36,15,7,52,2,39,18,6,45,8,40,20,7,33,3
1045,262,86,N,Oscar,X12,lsun,l,sun,66,35,13,7,124,47,14,47.5,19,3,28,13,49,19,12,147,4,53,17,12,120,8,53,24,11,68,3
1046,262,86,S,Oscar,X12,lsun,l,sun,66,43,15,10,173,45,15,55,22,3,24,10,56.5,22,12,36,4,60,26,9,26,6,63,28,5,10,3
1047,262,86,E,Oscar,X12,lsun,l,sun,66,44,16,12,216,76,7,34,16,4,63,1,44.5,16,0,0,0,45,19,0,0,4,48,22,0,0,1
1048,262,86,W,Oscar,X12,lsun,l,sun,66,31,11,6,103,48,14,47,18,3,43,9,47,19,11,33,8,51,20,9,45,11,51,22,8,25,0
1049,263,87,N,Oscar,X12,lsun,l,sun,0,38,14,9,NA,124,10,40,16,9,77,7,42,16,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
1050,263,87,S,Oscar,X12,lsun,l,sun,0,30,14,10,NA,81,6,30,15,4,9,1,31,15,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
1051,263,87,E,Oscar,X12,lsun,l,sun,0,36.5,15,10,NA,101,8,36.5,16,9,49,2,37.5,15,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
1052,263,87,W,Oscar,X12,lsun,l,sun,0,29,11,6,NA,57,13,35,14,5,27,8,36,14,7,28,1,NA,NA,NA,NA,NA,na,na,na,na,na
1053,264,88,N,Oscar,X12,lsun,l,sun,0,16.5,9,6,NA,40,12,30,16,4,29,14,30,18,4,9,7,34,20,4,11,12,38.5,24,4,7,10
1054,264,88,S,Oscar,X12,lsun,l,sun,0,14,7,0,NA,0,10,32,15,0,0,19,33,15,12,87,7,38.5,18,11,78,8,44.5,21,7,47,11
1055,264,88,E,Oscar,X12,lsun,l,sun,0,25.5,13,8,NA,23,12,39,19,4,7,15,39,19,10,48,6,42,23,7,28,8,44.5,26,7,16,6
1056,264,88,W,Oscar,X12,lsun,l,sun,0,24,12,7,NA,19,11,34.5,17,6,15,14,36,17,8,26,10,39,20,3,13,9,39,23,3,6,1
