branch_id,plant_id,plant_num,orientation,farmer,plot_id,plot_type,fert_trt,shd_trt,per_thin,e1i_len,e1i_tot_nod,e1i_pot_nod,e1i_new_nod,e1i_pre_frt,e1i_post_frt,e1i_tot_lvs,e1i_sick_lvs,e1i_sick_id,e1_calc_per_thin,e1i_frt_pot_nod,e1h_len,e1h_tot_nod,e1h_new_nod,e1h_frt_nod,e1h_pot_nod,e1h_tot_fruit,e1h_tot_lvs,e1h_sick,e1h_sick_id,e1h_db_anth,e1h_anthrac,e1i_ht,e1h_ht,e1_ortho,e2f_length,e2f_lat,e2f_tot_nod,e2f_new_nod,e2f_flor_nod,e2f_buds,checkingbuds,e2f_lvs,e2f_sick,e2f_sick_id,e2f_anthrac,e2i_tot_len,e2i_new_len,e2i_diam,e2i_tot_nod,e2i_new_nod,e2i_frt_nod,e2i_frts,e2i_lvs,e2i_sick,e2i_sick_id,e2i_lat,e2i_db_anth,e2f_bud_nod ,e2i_ffnod,e2f_bud_nod_int ,e2h_tot_len,e2h_new_len,e2h_diam,e2h_tot_nod,e2h_new_nod,e2h_frtd_nod,e2h_frt,e2h_tot_lvs,e2h_sick_lvs,e2h_sick_type,e2h_anth,e2h_lat,
312,78,78,W,Fernando,X4,hsun,h,sun,0,39,14,9,5,NA,105,14,2,O,NA,1.666666667,42.5,14,6,8,8,66,6,0,NA,0,N,197,199,3,43,0,17,1,4,11,7,1,0,NA,N,47,5.5,5.5,20,5,3,6,6,1,u,2,0,2.75,2,3,33.00,3.00,6.00,14.00,3.00,7.00,54.00,2.00,0.00,na,n,0,
313,79,79,N,Fernando,X4,hsun,h,sun,0,26,10,4,6,NA,9,14,3,O,NA,2.25,29.5,12,8,3,4,8,11,7,U?,0,N,160,167,3,30.5,0,12,1,4,21,17,3,0,NA,N,36,8,4,15,5,4,21,8,0,na,0,0,5.25,5.25,5,35.00,8.00,3.50,15.00,5.00,3.00,17.00,8.00,0.00,na,n,0,
314,79,79,S,Fernando,X4,hsun,h,sun,0,16.5,6,2,4,NA,4,7,0,NA,NA,2,22,8,5,2,3,2,5,0,NA,0,N,160,167,3,22,0,9,0,5,16,11,4,0,NA,N,24,3,4,11,3,5,12,5,0,na,0,0,3.2,2.4,3,28.00,5.50,4.00,10.00,3.00,4.00,8.00,8.00,1.00,o,n,0,
315,79,79,E,Fernando,X4,hsun,h,sun,0,30,12,7,5,NA,45,13,1,O,NA,6.428571429,34,16,9,7,7,36,0,0,NA,1,Y,160,167,3,34,0,16,15,1,1,0,0,NA,NA,Y,32,0,4,15,0,0,0,0,0,na,1,0,1,0,1,5.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,na,n,2,
316,79,79,W,Fernando,X4,hsun,h,sun,0,18,8,3,5,NA,6,8,0,NA,NA,2,18.5,10,9,1,1,1,4,0,ORU,0,N,160,167,3,18.5,0,10,NA,0,0,0,0,NA,NA,Y,17,0,3.5,10,0,0,0,0,0,na,0,1,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,
317,80,80,N,Fernando,X4,hsun,h,sun,66,32.5,14,11,3,100,33,14,1,O,67,3,47.5,22,11,4,11,19,22,1,O,0,N,167,172.5,3,48.5,0,21,1,13,131,118,14,1,U,N,53,10.5,5,26,8,11,146,18,0,na,6,0,10.07692308,13.27272727,10,53.50,11.00,5.50,26.00,8.00,5.00,108.00,10.00,5.00,o,na,6,
318,80,80,S,Fernando,X4,hsun,h,sun,66,27,13,10,3,40,18,8,0,NA,55,1.8,29,12,NA,0,NA,0,0,0,NA,1,Y,167,172.5,3,26,0,14,11,1,1,0,0,NA,NA,Y,32,0,4,9,0,0,0,0,0,na,0,0,1,0,1,24.00,0.00,4.50,12.00,0.00,0.00,0.00,0.00,0.00,na,n,0,
319,80,80,E,Fernando,X4,hsun,h,sun,66,22,10,6,4,24,10,8,0,NA,58.33333333,1.666666667,27,12,8,2,4,10,3,3,OU,0,N,167,172.5,3,26,0,12,0,7,19,12,0,NA,NA,N,26,0,4,12,0,0,0,0,0,na,0,0,2.714285714,0,3,26.00,0.00,3.00,9.00,0.00,0.00,0.00,0.00,0.00,na,y,0,
320,80,80,W,Fernando,X4,hsun,h,sun,66,32.5,15,9,6,117,31,13,2,O,73.5042735,3.444444444,43,21,10,4,11,25,18,0,NA,0,N,167,172.5,3,44,0,21,1,8,89,81,10,0,NA,N,46.5,5,5,24,5,9,106,10,2,u,0,0,11.125,11.77777778,11,47.50,5.00,6.00,23.00,4.00,9.00,87.00,11.00,5.00,o,n,1,
321,81,81,N,Fernando,X4,hsun,h,sun,0,38,15,11,4,NA,71,12,2,O,NA,6.454545455,50.5,20,9,10,11,54,6,1,U,0,N,210,200,4,50,0,20,2,7,26,19,1,0,NA,N,51.5,8.5,5,24,5,7,21,5,0,na,1,0,3.714285714,3,4,58.00,15.00,5.50,27.00,9.00,5.00,14.00,7.00,3.00,o,n,2,
322,81,81,S,Fernando,X4,hsun,h,sun,0,39,15,11,4,NA,52,6,0,NA,NA,4.727272727,47,20,9,8,11,37,9,3,OU,0,N,210,200,4,47.5,0,20,1,6,21,15,4,1,O,N,54,6,5,23,4,5,16,9,3,o,0,0,3.5,3.2,4,57.00,10.00,5.50,27.00,7.00,4.00,11.00,5.00,2.00,o,n,0,
323,81,81,E,Fernando,X4,hsun,h,sun,0,31.5,15,10,5,NA,42,6,0,NA,NA,4.2,38,17,9,7,8,20,10,0,NA,NA,NA,210,200,4,38,0,18,1,10,49,39,4,0,NA,N,41,6.5,5,22,5,9,42,8,5,o,0,0,4.9,4.666666667,5,41.00,6.50,4.50,20.00,4.00,8.00,40.00,2.00,1.00,o,y,0,
324,81,81,W,Fernando,X4,hsun,h,sun,0,32,14,9,5,NA,80,15,1,O,NA,8.888888889,38,17,8,8,9,50,10,2,O,0,N,210,200,4,39,0,17,1,7,41,34,4,0,NA,N,42,6.5,5,21,5,6,32,9,2,u,0,0,5.857142857,5.333333333,6,44.00,9.00,5.00,23.00,7.00,6.00,26.00,1.00,1.00,u,y,0,
325,82,82,N,Fernando,X4,hsun,h,sun,66,36,12,7,5,81,30,9,0,NA,62.96296296,4.285714286,38,15,7,3,8,27,4,3,OR,0,N,172,178,2,39,0,14,3,5,14,9,0,NA,NA,N,38,8.5,4.5,16,5,4,7,2,1,o,0,1,2.8,1.75,3,na,na,na,na,na,na,na,na,na,na,na,na,
326,82,82,S,Fernando,X4,hsun,h,sun,66,49,14,8,6,148,62,18,0,NA,58.10810811,7.75,52,16,9,3,7,60,12,0,NA,NA,NA,172,178,2,52.5,0,16,0,8,41,33,0,NA,NA,N,50,8.5,5,16,3,5,18,0,0,na,1,0,5.125,3.6,5,50.00,11.50,5.00,16.00,4.00,2.00,8.00,0.00,0.00,na,y,1,
327,82,82,E,Fernando,X4,hsun,h,sun,66,37,13,7,6,124,40,15,0,NA,67.74193548,5.714285714,53,20,16,2,4,27,14,2,U,0,N,172,178,2,53.5,0,20,1,12,56,44,6,0,NA,N,59.5,14.5,5,24,8,8,46,10,0,na,7,0,4.666666667,5.75,5,65.00,20.00,6.00,28.00,11.00,7.00,31.00,11.00,3.00,ou,n,4,
328,82,82,W,Fernando,X4,hsun,h,sun,66,26,9,4,5,23,9,14,0,NA,60.86956522,2.25,37,14,13,1,1,8,14,2,OU,0,N,172,178,2,41,0,16,2,11,96,85,7,0,NA,N,48,9,4.5,21,7,9,85,10,0,na,0,0,8.727272727,9.444444444,9,50.00,16.50,4.00,21.00,9.00,9.00,55.00,11.00,6.00,or,n,0,
329,83,83,N,Fernando,X4,hsun,h,sun,33,20.5,8,3,5,8,6,14,2,O,25,2,48,18,1,1,17,4,18,0,NA,NA,NA,131,147,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,6,11,0,NA,NA,5,1,r,2,1,NA,NA,NA,35.50,7.50,5.50,16.00,5.00,5.00,33.00,5.00,2.00,ou,n,3,
330,83,83,S,Fernando,X4,hsun,h,sun,33,24.5,9,5,4,7,4,16,4,OU,42.85714286,0.8,43,16,11,3,5,3,15,3,O,0,N,131,147,3,43.5,1,16,1,14,95,81,13,3,O,N,50.5,8,4.5,19,4,13,111,17,0,na,1,0,6.785714286,8.538461538,7,50.00,8.00,4.50,18.00,4.00,13.00,52.00,13.00,4.00,ou,n,1,
331,83,83,E,Fernando,X4,hsun,h,sun,33,26,10,5,5,11,7,13,3,O,36.36363636,1.4,46,17,1,1,16,1,25,0,NA,NA,NA,131,147,3,47,3,18,2,15,148,133,19,0,NA,N,51,7.5,6,21,5,15,216,15,0,na,10,0,9.866666667,14.4,10,50.00,8.00,6.50,21.00,5.00,14.00,129.00,6.00,3.00,o,n,9,
332,83,83,W,Fernando,X4,hsun,h,sun,33,29,10,4,6,13,6,16,5,OU,53.84615385,1.5,51.5,19,14,3,5,5,23,3,O,0,N,131,147,3,54,3,19,5,12,130,118,17,1,O,N,57,19,5.5,23,9,11,132,19,0,na,11,0,10.83333333,12,11,58.00,19.50,6.00,24.00,10.00,11.00,108.00,12.00,3.00,o,n,2,
333,84,84,N,Fernando,X4,hsun,h,sun,0,30,13,8,5,NA,46,11,0,NA,NA,5.75,29,13,5,8,8,37,7,2,OU,0,N,156,164,3,30,0,14,0,7,39,32,3,0,NA,N,35,6.5,5,18,4,6,34,4,0,na,0,0,5.571428571,5.666666667,6,38.00,9.00,5.00,20.00,6.00,5.00,23.00,7.00,2.00,or,n,0,
334,84,84,S,Fernando,X4,hsun,h,sun,0,20.5,9,2,7,NA,2,7,3,O,NA,1,32,15,NA,0,NA,0,10,2,O,0,N,156,164,3,33.5,0,15,1,10,84,74,7,2,U,N,39,9,4,19,6,8,57,11,1,o,3,0,8.4,7.125,8,45.00,16.50,5.00,22.00,10.00,6.00,49.00,11.00,3.00,o,n,3,
335,84,84,E,Fernando,X4,hsun,h,sun,0,32,13,9,4,NA,52,9,1,O,NA,5.777777778,35,14,6,8,8,38,6,1,O,0,N,156,164,3,35,0,16,1,5,11,6,1,0,NA,N,38.5,5,4.5,18,3,3,8,5,0,na,0,0,2.2,2.666666667,2,49.00,15.00,4.50,24.00,8.00,1.00,3.00,16.00,5.00,or,n,0,
336,84,84,W,Fernando,X4,hsun,h,sun,0,38,17,12,5,NA,65,10,0,NA,NA,5.416666667,39,18,6,8,12,43,8,2,OR,0,N,156,164,3,41,0,18,0,6,38,32,4,0,NA,N,46,5.5,5,23,3,6,36,9,1,u,0,0,6.333333333,6,6,50.50,9.00,5.00,24.00,6.00,6.00,29.00,10.00,4.00,ou,n,0,
337,85,85,N,Fernando,X4,hsun,h,sun,33,46,18,14,4,185,117,10,5,OU,36.75675676,8.357142857,39.5,15,1,10,14,89,0,0,NA,1,Y,201,198,4,41,0,15,NA,0,0,0,0,NA,NA,Y,39,0,5,15,0,0,0,0,0,na,0,1,0,0,0,40.00,0.00,4.50,16.00,0.00,0.00,0.00,0.00,0.00,na,n,0,
338,85,85,S,Fernando,X4,hsun,h,sun,33,29,13,8,5,46,30,13,1,O,34.7826087,3.75,40.5,18,13,4,5,20,10,1,RU,0,N,201,198,4,41,1,18,1,13,92,79,5,0,NA,N,45,6,6.5,22,5,9,88,10,2,u,13,0,7.076923077,9.777777778,7,42.50,4.00,4.50,20.00,3.00,10.00,56.00,0.00,0.00,na,y,12,
339,85,85,E,Fernando,X4,hsun,h,sun,33,39,16,13,3,125,70,10,0,NA,44,5.384615385,42,21,8,8,13,58,10,3,OR,0,N,201,198,4,44,0,20,2,1,2,1,2,0,NA,N,47.5,0,5.5,21,0,0,0,5,2,ou,0,0,2,0,2,56.00,0.00,5.00,31.00,0.00,0.00,0.00,14.00,3.00,o,n,4,
340,85,85,W,Fernando,X4,hsun,h,sun,33,54,21,12,9,170,115,15,4,OU,32.35294118,9.583333333,45,17,1,9,16,70,0,0,NA,NA,NA,201,198,4,45.5,1,17,NA,0,0,0,0,NA,NA,Y,44.5,0,5,17,0,0,0,0,0,na,0,1,0,0,0,44.50,0.00,5.00,17.00,0.00,0.00,0.00,0.00,0.00,na,n,2,
341,86,86,N,Fernando,X4,hsun,h,sun,0,30.5,14,9,5,NA,22,10,0,NA,NA,2.444444444,38,16,9,7,7,12,7,2,RU,0,N,202,221,3,38,1,18,1,8,36,28,2,0,NA,N,40,4,4.5,19,3,7,32,5,0,na,1,0,4.5,4.571428571,5,40.00,4.50,4.00,21.00,4.00,3.00,7.00,2.00,2.00,o,n,1,
342,86,86,S,Fernando,X4,hsun,h,sun,0,14,7,3,4,NA,3,8,0,NA,NA,1,23,10,NA,0,NA,0,8,1,R,0,N,202,221,3,26,0,10,0,8,69,61,2,0,NA,N,27,3,4,14,3,7,59,4,3,o,0,0,8.625,8.428571429,9,26.00,11.00,4.00,13.00,4.00,3.00,4.00,0.00,0.00,na,y,0,
343,86,86,E,Fernando,X4,hsun,h,sun,0,31.5,13,8,5,NA,18,10,1,O,NA,2.25,42,19,12,5,7,13,12,2,OU,0,N,202,221,3,43,0,20,1,13,64,51,4,0,NA,N,45.5,4.5,5,23,4,12,82,8,0,na,0,0,4.923076923,6.833333333,5,46.00,4.50,5.00,22.00,4.00,10.00,35.00,5.00,5.00,o,n,0,
344,86,86,W,Fernando,X4,hsun,h,sun,0,24,11,5,6,NA,7,10,0,NA,NA,1.4,38.5,17,14,2,3,3,10,1,R,0,N,202,221,3,41,0,16,1,11,102,91,7,0,NA,N,42,6.5,4,21,5,11,94,10,2,o,2,0,9.272727273,8.545454545,9,43.00,6.50,4.00,18.00,4.00,9.00,63.00,0.00,0.00,na,y,3,
345,87,87,N,Fernando,X4,hsun,h,sun,66,31.5,13,9,4,50,17,7,0,NA,66,1.888888889,38.5,17,14,2,3,9,8,0,NA,NA,NA,235,224,4,39,0,17,1,9,84,75,0,NA,NA,N,39,3,4,20,3,8,69,4,2,u,2,0,9.333333333,8.625,9,39.00,3.00,4.50,20.00,4.00,8.00,25.00,0.00,0.00,na,y,1,
346,87,87,S,Fernando,X4,hsun,h,sun,66,27,12,9,3,66,27,10,1,O,59.09090909,3,33,16,10,3,6,11,7,1,O,0,N,235,224,4,32.5,0,16,1,10,69,59,0,NA,NA,N,34,3,4,19,4,8,54,2,0,na,0,0,6.9,6.75,7,33.00,5.00,5.00,19.00,5.00,6.00,24.00,2.00,1.00,o,n,0,
347,87,87,E,Fernando,X4,hsun,h,sun,66,27,10,7,3,12,7,7,0,NA,41.66666667,1,39.5,20,9,3,11,6,12,3,U,0,N,235,224,4,41,0,19,1,11,115,104,2,1,O,N,39,3.5,4.5,22,4,9,81,3,0,na,2,0,10.45454545,9,10,41.50,5.50,5.00,22.00,4.00,6.00,26.00,0.00,0.00,na,y,0,
348,87,87,W,Fernando,X4,hsun,h,sun,66,31,12,9,3,46,23,8,0,NA,50,2.555555556,41.5,19,11,2,8,5,12,0,NA,NA,NA,235,224,4,43,0,19,2,10,64,54,4,0,NA,N,45,7.5,4.5,23,6,9,61,8,2,o,2,0,6.4,6.777777778,6,45.00,7.00,5.00,20.00,5.00,8.00,28.00,0.00,0.00,na,y,2,
349,88,88,N,Fernando,X4,hsun,h,sun,0,23,10,5,5,NA,42,13,1,O,NA,8.4,26,11,7,4,4,26,2,2,OU,0,N,162,168,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,na,na,
350,88,88,S,Fernando,X4,hsun,h,sun,0,41,12,8,4,NA,142,14,1,O,NA,17.75,43,13,4,7,9,72,5,2,O,0,N,162,168,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,na,na,
351,88,88,E,Fernando,X4,hsun,h,sun,0,43,15,10,5,NA,128,14,2,O,NA,12.8,48,15,5,9,10,89,3,3,OR,1,Y,162,168,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,na,na,
352,88,88,W,Fernando,X4,hsun,h,sun,0,35,13,8,5,NA,105,16,1,U,NA,13.125,41,16,7,9,9,69,3,1,U,1,Y,162,168,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,na,na,
353,89,1,N,Miguel,X5,hshd,h,shd,0,26.5,12,10,2,NA,12,4,0,NA,NA,1.2,25,13,11,1,2,1,0,NA,NA,1,Y,251,228,5,29,0,9,1,4,23,19,6,3,OUR,N,35.5,8,3.5,15,5,5,22,13,2,u,0,0,5.75,4.4,6,42.00,16.00,4.00,18.00,9.00,3.00,8.00,15.00,5.00,0.00,na,,
354,89,1,S,Miguel,X5,hshd,h,shd,0,23,10,8,2,NA,40,2,1,U,NA,5,10,3,NA,3,NA,12,0,NA,NA,1,Y,251,228,5,18,2,4,0,0,0,0,0,0,NA,N,17.5,0,4.5,4,0,0,0,0,0,na,2,0,0,0,0,18.00,na,5.00,4.00,0.00,0.00,0.00,0.00,na,na,2L An,,
355,89,1,E,Miguel,X5,hshd,h,shd,0,24,11,8,3,NA,26,4,1,U,NA,3.25,27,13,6,6,7,16,5,5,OU,0,N,251,228,5,42.5,0,16,10,2,4,2,0,0,NA,Y,44.5,34,5,16,13,1,1,0,0,na,1,1,2,1,2,36.00,27.00,5.00,11.00,7.00,1.00,1.00,0.00,na,na,2L An,,
356,89,1,W,Miguel,X5,hshd,h,shd,0,28,11,7,4,NA,32,16,0,NA,NA,4.571428571,29,13,6,6,7,26,14,3,OU,0,N,251,228,5,48,0,17,1,6,17,11,7,3,O,N,51,8.5,4,21,4,5,13,10,1,o,0,0,2.833333333,2.6,3,57.50,14.00,5.00,23.00,8.00,4.00,11.00,15.00,3.00,0.00,1L,,
357,90,2,N,Miguel,X5,hshd,h,shd,33,28.5,10,6,4,45,26,6,1,U,42.22222222,4.333333333,27.5,10,4,4,6,16,0,NA,NA,NA,NA,203,207,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na ,na,na,na,na ,na,na,na,na,,
358,90,2,S,Miguel,X5,hshd,h,shd,33,20,8,4,4,40,32,8,0,NA,20,8,24,9,7,3,2,24,9,2,OR,0,N,203,207,2,24.5,0,10,2,2,4,2,8,3,OU,N,30,8.5,3.5,12,5,1,23,9,1,o,0,0,2,23,2,38.00,17.00,5.00,16.00,9.00,1.00,1.00,10.00,2.00,0.00,2L,,
359,90,2,E,Miguel,X5,hshd,h,shd,33,33,10,7,3,96,64,8,0,NA,33.33333333,9.142857143,36,13,6,5,7,45,3,2,OU,0,N,203,207,2,37,0,15,0,0,0,0,2,0,NA,N,39,0,5,16,0,0,0,6,0,na,0,0,0,0,0,52.00,0.00,5.00,22.00,0.00,0.00,0.00,11.00,5.00,0.00,1L,,
360,90,2,W,Miguel,X5,hshd,h,shd,33,32.5,11,7,4,134,78,10,0,NA,41.79104478,11.14285714,39,13,6,5,7,67,12,1,O,0,N,203,207,2,40,0,13,2,4,10,6,10,5,OU,N,45,9,5,17,5,3,6,11,2,o,3,0,2.5,2,3,54.00,18.50,5.50,21.00,8.00,3.00,5.00,12.00,3.00,0.00,3L,,
361,91,3,N,Miguel,X5,hshd,h,shd,66,31,11,3,8,8,4,14,0,NA,50,1.333333333,45,17,15,2,2,4,13,6,OR,0,N,118,135,3,49,0,17,2,15,172,157,9,2,OU,N,53.5,9.5,5.5,19,5,14,140,12,1,r,1,0,11.46666667,10,11,57.00,12.00,5.00,20.00,6.00,12.00,15.00,0.00,na,na,An,,
362,91,3,S,Miguel,X5,hshd,h,shd,66,28,11,6,5,7,2,11,1,O,71.42857143,0.333333333,51,17,14,1,3,2,14,2,O,0,N,118,135,3,52,0,17,1,14,152,138,13,8,OU,N,56,7.5,5,20,5,13,128,18,1,r,0,0,10.85714286,9.846153846,11,58.00,10.00,5.00,21.00,5.00,12.00,58.00,10.00,3.00,OU ,na,,
363,91,3,E,Miguel,X5,hshd,h,shd,66,28.5,10,7,3,29,10,8,1,O,65.51724138,1.428571429,28,10,6,2,4,7,4,1,R,1,Y,118,135,3,26,0,9,0,0,0,0,3,0,NA,N,30.5,0,3.5,13,0,0,0,7,0,na,0,0,0,0,0,35.00,0.00,4.00,13.00,0.00,0.00,0.00,7.00,3.00,0.00,An,,
364,91,3,W,Miguel,X5,hshd,h,shd,66,27,10,1,9,3,3,15,1,O,0,3,46,16,NA,0,NA,0,15,4,OR,0,N,118,135,3,44.5,0,17,2,14,177,163,13,3,OU,N,54,10,5.5,21,6,12,169,15,0,na,0,0,12.64285714,14.08333333,13,54.00,11.00,5.50,21.00,6.00,10.00,100.00,9.00,0.00,na,1L,,
365,92,4,N,Miguel,X5,hshd,h,shd,66,18.5,20,5,15,20,11,13,2,O,45,2.2,23.5,10,9,1,1,4,1,NA,NA,1,Y,214,217,7,23,0,9,1,3,19,16,0,0,NA,N,22,6,5,9,1,3,3,2,0,na,0,1,6.333333333,1,6,20.00,0.00,4.00,9.00,0.00,0.00,0.00,0.00,na,na,An 1L,,
366,92,4,S,Miguel,X5,hshd,h,shd,66,19,9,8,1,36,15,7,0,NA,58.33333333,1.875,23,11,5,3,6,15,6,3,R,0,N,214,217,7,46,0,18,1,9,31,22,5,3,U,N,28,6,4.5,15,3,4,13,10,3,r,0,0,3.444444444,3.25,3,31.00,8.50,5.50,15.00,5.00,3.00,10.00,10.00,0.00,na,,,
367,92,4,E,Miguel,X5,hshd,h,shd,66,27,13,12,1,34,17,6,0,NA,50,1.416666667,38,18,7,3,11,7,10,3,O,0,N,214,217,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na ,na,na ,na ,na ,na ,na ,na ,na ,na ,na,,
368,92,4,W,Miguel,X5,hshd,h,shd,66,24.5,7,4,3,32,18,12,2,O,43.75,4.5,38,12,8,2,4,17,13,4,O,0,N,214,217,7,40,0,14,1,6,67,61,10,4,OU,N,46,8.5,4.5,17,4,5,50,14,3,oru,0,0,11.16666667,10,11,50.00,11.00,4.50,16.00,4.00,5.00,26.00,11.00,4.00,0.00,na,,
369,93,5,N,Miguel,X5,hshd,h,shd,66,24,11,6,5,27,8,8,1,O,70.37037037,1.333333333,24,11,6,1,5,2,2,1,OR,0,N,217,217,5,25,1,12,1,6,28,22,0,0,NA,N,28,4.5,4,13,4,2,2,5,0,na,2,0,4.666666667,1,5,28.00,6.50,3.00,14.00,5.00,2.00,10.00,2.00,2.00,U,na (?),,
370,93,5,S,Miguel,X5,hshd,h,shd,66,36,14,10,4,49,12,10,3,O,75.51020408,1.2,52,18,8,4,10,6,11,7,OR,0,N,217,217,5,49.5,7,19,1,12,81,69,5,5,U,N,51,6,4,24,5,9,58,7,0,na,8,0,6.75,6.444444444,7,47.00,13.00,5.00,19.00,5.00,4.00,7.00,0.00,na,na,An 7L,,
371,93,5,E,Miguel,X5,hshd,h,shd,66,30,12,7,5,67,21,7,3,OU,68.65671642,3,38,17,10,3,7,12,6,2,O,0,N,217,217,5,40,0,16,1,7,27,20,2,0,NA,N,40,4.5,5,20,4,5,13,5,0,na,4,0,3.857142857,2.6,4,43.00,6.50,4.50,22.00,8.00,3.00,5.00,8.00,3.00,OR,5L,,
372,93,5,W,Miguel,X5,hshd,h,shd,66,32.5,13,8,5,72,31,17,3,OU,56.94444444,3.875,40,15,7,3,8,18,5,4,OR,1,Y,217,217,5,40,2,15,0,6,57,51,2,0,NA,Y,39.5,0,4.5,15,0,6,24,0,0,na,6,1,9.5,4,10,38.00,6.00,5.00,19.00,5.00,3.00,9.00,0.00,na,na ,2L An,,
373,94,6,N,Miguel,X5,hshd,h,shd,66,46,18,14,4,82,34,14,0,NA,58.53658537,2.428571429,47,18,6,4,12,21,6,2,OR,1,Y,209,229,4,47,6,16,0,6,23,17,0,0,NA,Y,48,2,5.5,17,1,1,2,0,0,na,9,1,3.833333333,2,4,45.00,9.00,6.50,18.00,5.00,2.00,4.00,0.00,na,na,An 8L,,
374,94,6,S,Miguel,X5,hshd,h,shd,66,33.5,13,8,5,37,27,5,0,NA,27.02702703,3.375,43,17,9,3,8,21,10,3,OR,0,N,209,229,4,44,0,16,1,6,35,29,6,1,U,N,46.5,6,4,20,3,6,24,8,1,r,0,0,5.833333333,4,6,49.00,10.50,5.00,22.00,7.00,5.00,22.00,9.00,0.00,na ,na,,
375,94,6,E,Miguel,X5,hshd,h,shd,66,52,17,15,2,148,50,6,1,U,66.21621622,3.333333333,60,22,9,4,13,33,8,1,R,0,N,209,229,4,60,0,21,1,7,35,28,1,0,NA,N,59,5.5,7,24,3,5,14,5,0,na,0,0,5,2.8,5,66.00,10.00,6.00,27.00,7.00,3.00,6.00,7.00,4.00,OU,3L,,
376,94,6,W,Miguel,X5,hshd,h,shd,66,29,13,9,4,50,23,15,2,O,54,2.555555556,40,16,6,3,10,17,15,2,O,0,N,209,229,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,na,,
377,95,7,N,Miguel,X5,hshd,h,shd,0,27,11,9,2,NA,147,16,1,U,NA,16.33333333,32,15,5,10,10,118,14,3,OR,0,N,249,252,2,34.5,0,15,4,2,4,2,7,2,U,N,36.5,0,6,18,0,0,0,10,0,na,0,0,2,0,2,48.00,0.00,7.00,24.00,0.00,0.00,0.00,12.00,2.00,0.00,5L,,
378,95,7,S,Miguel,X5,hshd,h,shd,0,33.5,16,15,1,NA,97,7,1,O,NA,6.466666667,33,16,2,8,14,47,1,1,OR,0,N,249,252,2,32,0,17,3,0,0,0,0,0,NA,N,37,0,5,22,0,0,0,9,1,u,0,0,0,0,0,48.00,0.00,5.00,27.00,0.00,0.00,0.00,4.00,2.00,0.00,3L,,
379,95,7,E,Miguel,X5,hshd,h,shd,0,26,10,9,1,NA,165,6,1,O,NA,18.33333333,26,9,1,8,8,70,0,NA,NA,1,Y,249,252,2,23.5,0,9,0,0,0,0,0,0,NA,Y,24,0,4.5,8,0,0,0,0,0,na,0,1,0,0,0,24.50,0.00,4.50,9.00,0.00,0.00,0.00,0.00,0.00,0.00,ROTO A(?),,
380,95,7,W,Miguel,X5,hshd,h,shd,0,22,12,8,4,NA,71,11,0,NA,NA,8.875,29,14,4,7,10,53,14,4,OR,0,N,249,252,2,25,0,13,3,0,0,0,7,4,OU,N,29,12,4.5,18,10,4,11,8,2,u,3,0,0,2.75,0,34.00,0.00,5.00,20.00,0.00,0.00,0.00,10.00,1.00,0.00,3L,,
381,96,8,N,Miguel,X5,hshd,h,shd,0,30,14,10,4,NA,16,9,2,U,NA,1.6,35,17,6,7,11,15,4,0,NA,NA,NA,229,249,4,36,0,18,2,3,6,3,4,2,OR,N,38,6,4,21,5,2,3,4,0,na,0,0,2,1.5,2,41.00,7.50,3.50,20.00,5.00,2.00,2.00,7.00,0.00,na,,,
382,96,8,S,Miguel,X5,hshd,h,shd,0,25.5,9,5,4,NA,24,9,2,O,NA,4.8,37.5,13,8,4,5,18,12,5,O,0,N,229,249,4,37.5,0,14,1,9,84,75,6,1,O,N,42,5.5,5,18,5,8,81,9,0,na,0,0,9.333333333,10.125,9,42.00,6.50,5.00,19.00,6.00,8.00,61.00,0.00,na,na,An,,
