branch_id,plant_id,plant_num,orientation,farmer,plot_id,plot_type,fert_trt,shd_trt,per_thin,e1i_len,e1i_tot_nod,e1i_pot_nod,e1i_new_nod,e1i_pre_frt,e1i_post_frt,e1i_tot_lvs,e1i_sick_lvs,e1i_sick_id,e1_calc_per_thin,e1i_frt_pot_nod,e1h_len,e1h_tot_nod,e1h_new_nod,e1h_frt_nod,e1h_pot_nod,e1h_tot_fruit,e1h_tot_lvs,e1h_sick,e1h_sick_id,e1h_db_anth,e1h_anthrac,e1i_ht,e1h_ht,e1_ortho,e2f_length,e2f_lat,e2f_tot_nod,e2f_new_nod,e2f_flor_nod,e2f_buds,checkingbuds,e2f_lvs,e2f_sick,e2f_sick_id,e2f_anthrac,e2i_tot_len,e2i_new_len,e2i_diam,e2i_tot_nod,e2i_new_nod,e2i_frt_nod,e2i_frts,e2i_lvs,e2i_sick,e2i_sick_id,e2i_lat,e2i_db_anth,e2f_bud_nod ,e2i_ffnod,e2f_bud_nod_int ,e2h_tot_len,e2h_new_len,e2h_diam,e2h_tot_nod,e2h_new_nod,e2h_frtd_nod,e2h_frt,e2h_tot_lvs,e2h_sick_lvs,e2h_sick_type,e2h_anth,e2h_lat,
791,198,22,E,Oscar,X9,hshd,h,shd,0,14,7,3,4,NA,10,7,0,NA,NA,3.333333333,20,9,6,3,3,9,9,3,OU,0,N,165,171,2,20,0,9,1,5,31,26,8,2,U,N,25,8,4,11,3,5,24,13,0,na,0,0,6.2,4.8,6,39.00,21.00,5.00,17.00,9.00,4.00,19.00,14.00,1.00,o,,,
792,198,22,W,Oscar,X9,hshd,h,shd,0,29,15,10,5,NA,44,14,4,O,NA,4.4,28,13,4,9,9,35,3,3,U,0,N,165,171,2,29,0,14,0,1,2,1,2,2,U,N,30.5,1,5,15,1,1,2,4,2,u,0,0,2,2,2,35.00,0.00,4.00,18.00,0.00,0.00,0.00,5.00,1.00,o,,,
793,199,23,N,Oscar,X10,lshd,l,shd,66,30,13,8,5,35,18,12,0,NA,48.57142857,2.25,37,14,8,2,6,3,8,2,O,1,Y,153,176,1,37,2,15,2,6,81,75,3,3,OR,Y,34,6.5,6,12,1,5,52,1,1,u,2,0,13.5,10.4,14,26.00,3.50,6.00,11.00,1.00,4.00,30.00,0.00,na,na,"1L, an",,
794,199,23,S,Oscar,X10,lshd,l,shd,66,23,12,8,4,23,10,8,0,NA,56.52173913,1.25,21.5,11,7,1,4,3,0,NA,NA,1,Y,153,176,1,21,0,12,NA,0,0,0,0,NA,NA,Y,22.5,0,4,12,0,0,0,0,0,na,0,1,0,0,0,na,na,na,na,na,na,na,na,na,na,,,
795,199,23,E,Oscar,X10,lshd,l,shd,66,31,13,8,5,32,4,9,0,NA,87.5,0.5,30,11,10,1,1,1,5,2,O,0,N,153,176,1,30,0,12,0,6,36,30,4,4,O,N,32.5,6,5,16,4,6,26,5,1,o,2,0,6,4.333333333,6,29.50,3.50,5.00,14.00,1.00,5.00,19.00,1.00,1.00,r,"2L, an",,
796,199,23,W,Oscar,X10,lshd,l,shd,66,20,11,5,6,2,2,4,1,U,0,0.4,27,15,11,2,4,3,8,6,OU,0,N,153,176,1,29,0,16,1,5,40,35,5,3,OU,N,34,5.5,5,20,4,4,30,7,3,u,0,0,8,7.5,8,33.00,5.50,5.00,18.00,4.00,4.00,14.00,0.00,na,na,an,,
797,200,24,N,Oscar,X10,lshd,l,shd,0,26.5,11,4,7,NA,27,13,2,O,NA,6.75,29,10,6,4,4,20,1,0,NA,0,N,146,162,4,35,0,10,NA,0,0,0,0,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,na,na,na,na,na,na,na,na,na,na,,,
798,200,24,S,Oscar,X10,lshd,l,shd,0,36.5,18,12,6,NA,33,10,0,NA,NA,2.75,49,23,11,7,12,20,9,7,OU,0,N,146,162,4,49.5,2,23,1,13,94,81,3,1,U,N,50.5,5.5,,27,5,9,73,7,0,na,12,0,7.230769231,8.111111111,7,63.00,17.00,5.50,30.00,10.00,9.00,47.00,8.00,2.00,o,12L,,
799,200,24,E,Oscar,X10,lshd,l,shd,0,35,13,6,7,NA,46,11,2,O,NA,7.666666667,39,13,7,6,6,38,2,2,O,1,Y,146,162,4,27,0,12,NA,0,0,0,0,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,na,na,na,na,na,na,na,na,na,na,,,
800,200,24,W,Oscar,X10,lshd,l,shd,0,27,12,6,6,NA,14,9,2,O,NA,2.333333333,34.5,13,7,3,6,9,0,NA,NA,1,Y,146,162,4,33,0,14,NA,0,0,0,0,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,na,na,na,na,na,na,na,na,na,na,,,
801,201,25,N,Oscar,X10,lshd,l,shd,0,29,14,7,7,NA,70,16,3,O,NA,10,31,13,6,7,7,37,5,2,ORU,1,Y,196,214,2,30.5,0,13,0,2,3,1,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,2,na,na,na,na,na,na,na,na,na,na,,,
802,201,25,S,Oscar,X10,lshd,l,shd,0,25,10,5,5,NA,46,11,0,NA,NA,9.2,38,14,9,4,5,14,8,2,OR,0,N,196,214,2,39,0,14,1,8,62,54,4,1,O,N,41,3,6,17,3,8,61,6,1,u,0,0,7.75,7.625,8,40.00,4.00,5.00,17.00,3.00,7.00,24.00,0.00,0.00,na,an,,
803,201,25,E,Oscar,X10,lshd,l,shd,0,25,11,4,7,NA,37,14,1,O,NA,9.25,37,17,13,4,4,22,15,4,ORU,0,N,196,214,2,37,0,17,1,12,132,120,5,2,OU,N,42,5.5,6,20,5,11,115,11,1,u,0,0,11,10.45454545,11,41.00,7.50,5.00,20.00,5.00,10.00,73.00,0.00,0.00,na,"an, 1L",,
804,201,25,W,Oscar,X10,lshd,l,shd,0,26,10,6,4,NA,44,11,2,O,NA,7.333333333,29,12,8,4,4,19,0,NA,NA,1,Y,196,214,2,29,0,11,NA,0,0,0,0,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,na,na,na,na,na,na,na,na,na,na,,,
805,202,26,N,Oscar,X10,lshd,l,shd,33,29,15,9,6,64,38,12,1,O,40.625,4.222222222,40.5,19,11,7,8,37,1,1,O,0,N,187,192,2,41,0,20,0,11,56,45,0,NA,NA,N,40,2,5.5,19,1,7,29,0,0,na,2,0,5.090909091,4.142857143,5,37.50,19.00,6.00,18.00,8.00,1.00,2.00,0.00,0.00,na,3L,,
806,202,26,S,Oscar,X10,lshd,l,shd,33,20,10,4,6,38,27,12,1,O,28.94736842,6.75,32,16,13,3,3,13,14,5,OR,0,N,187,192,2,35,0,17,2,11,118,107,9,2,O,N,39,5,5,21,5,11,92,11,2,u,4,0,10.72727273,8.363636364,11,40.00,8.50,6.00,19.00,7.00,7.00,50.00,0.00,0.00,na,"an, 2L",,
807,202,26,E,Oscar,X10,lshd,l,shd,33,28.5,13,8,5,49,40,10,1,U,18.36734694,5,32,17,9,5,8,20,14,3,O,0,N,187,192,2,33,2,17,1,9,68,59,3,2,U,N,35,4,5,21,4,10,52,8,1,u,2,0,7.555555556,5.2,8,36.00,3.00,5.50,19.00,3.00,7.00,25.00,2.00,2.00,r,"an, 2L",,
808,202,26,W,Oscar,X10,lshd,l,shd,33,16,9,2,7,9,9,14,0,NA,0,4.5,24,11,9,2,2,5,3,2,O,0,N,187,192,2,26,1,12,2,9,22,13,4,2,O,N,28,3,4,9,1,3,9,1,1,u,3,0,2.444444444,3,2,31.00,12.00,5.00,19.00,10.00,3.00,5.00,4.00,2.00,or,2L,,
809,203,27,N,Oscar,X10,lshd,l,shd,66,23,10,5,5,64,24,12,1,U,62.5,4.8,17,6,3,2,3,9,0,NA,NA,0,N,169,190,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,6,7,0,2,10,0,0,na,2,1,NA,5,NA,16.00,2.50,4.00,7.00,1.00,1.00,2.00,0.00,0.00,na,an,,
810,203,27,S,Oscar,X10,lshd,l,shd,66,20,9,5,4,22,11,10,3,OU,50,2.2,32,15,11,2,4,5,12,9,OU,0,N,169,190,1,33,0,15,1,10,114,104,6,3,O,N,35,4.5,4,22,4,8,74,7,0,na,2,0,11.4,9.25,11,35.00,5.00,5.00,18.00,4.00,7.00,32.00,0.00,0.00,na,an,,
811,203,27,E,Oscar,X10,lshd,l,shd,66,28.5,13,9,4,24,6,9,0,NA,75,0.666666667,42,16,13,2,3,2,12,6,ORU,0,N,169,190,1,42,0,17,0,10,102,92,6,1,U,N,42,1.5,4,19,1,9,79,4,0,na,2,0,10.2,8.777777778,10,42.00,0.00,5.00,18.00,0.00,9.00,43.00,0.00,0.00,na,s,,
812,203,27,W,Oscar,X10,lshd,l,shd,66,37,14,9,5,81,28,18,3,OU,65.43209877,3.111111111,37.5,14,8,3,6,14,1,1,O,1,Y,169,190,1,37,0,14,13,1,2,1,0,NA,NA,Y,36,0,5,14,0,0,0,0,0,na,0,1,2,0,2,na,na,na,na,na,na,na,na,na,na,,,
813,204,28,N,Oscar,X10,lshd,l,shd,33,20,10,5,5,42,39,14,4,OU,7.142857143,7.8,21,10,6,3,4,15,2,2,U,1,Y,164,179,1,21.5,0,10,NA,0,0,0,0,NA,NA,Y,20,0,4,10,0,0,0,0,0,na,0,1,0,0,0,na,na,na,na,na,na,na,na,na,na,,,
814,204,28,S,Oscar,X10,lshd,l,shd,33,15,7,1,6,13,13,12,4,OU,0,13,19.5,8,7,1,1,11,0,NA,NA,NA,NA,164,179,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,,,
815,204,28,E,Oscar,X10,lshd,l,shd,33,25,13,8,5,36,25,7,3,U,30.55555556,3.125,30,16,10,4,6,11,5,0,NA,NA,NA,164,179,1,29,0,17,1,6,13,7,2,2,O,N,33,7,4,20,6,2,3,8,0,na,0,0,2.166666667,1.5,2,44.00,19.50,4.50,26.00,13.00,1.00,1.00,10.00,3.00,o,2L,,
816,204,28,W,Oscar,X10,lshd,l,shd,33,15.5,8,3,5,25,17,13,0,NA,32,5.666666667,20,10,8,2,2,10,4,1,OR,1,Y,164,179,1,20,0,10,1,6,44,38,0,NA,NA,Y,19,2,4,9,3,4,21,0,0,na,0,1,7.333333333,5.25,7,18.50,7.50,4.00,10.00,4.00,3.00,8.00,0.00,0.00,na,an,,
817,205,29,N,Oscar,X10,lshd,l,shd,33,30,16,12,4,60,49,13,5,OU,18.33333333,4.083333333,34,18,7,6,11,24,4,2,O,0,N,173,196,1,32.5,0,16,NA,0,0,0,3,2,O,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,na,na,na,na,na,na,na,na,na,na,,,
818,205,29,S,Oscar,X10,lshd,l,shd,33,27.5,14,8,6,89,68,14,4,OU,23.59550562,8.5,29.5,14,7,6,7,42,2,1,O,0,N,173,196,1,29,0,13,NA,0,0,0,0,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,na,na,na,na,na,na,na,na,na,na,,,
819,205,29,E,Oscar,X10,lshd,l,shd,33,28.5,15,10,5,105,74,11,2,O,29.52380952,7.4,33,16,9,6,7,64,6,3,O,0,N,173,196,1,32.5,0,17,NA,0,0,0,4,3,U,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,na,na,na,na,na,na,na,na,na,na,,,
820,205,29,W,Oscar,X10,lshd,l,shd,33,24,12,7,5,67,50,12,2,U,25.37313433,7.142857143,25,10,6,4,4,33,1,0,NA,1,Y,173,196,1,22,0,11,NA,0,0,0,0,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,na,na,na,na,na,na,na,na,na,na,,,
821,206,30,N,Oscar,X10,lshd,l,shd,0,35,14,8,6,NA,43,13,3,OU,NA,5.375,49.5,18,12,4,6,16,6,0,NA,NA,NA,180,180,3,50,0,19,1,11,126,115,2,1,U,N,51,3,5.5,20,3,9,79,5,1,u,0,0,11.45454545,8.777777778,11,54.00,7.00,5.00,19.00,3.00,9.00,34.00,0.00,0.00,na,"an, 1L",,
822,206,30,S,Oscar,X10,lshd,l,shd,0,39,15,10,5,NA,85,11,3,O,NA,8.5,48,17,8,9,9,43,0,NA,NA,1,Y,180,180,3,45,0,16,NA,0,0,0,0,NA,NA,Y,44.5,0,5,16,0,0,0,0,0,na,1,1,0,0,0,na,na,na,na,na,na,na,na,na,na,,,
823,206,30,E,Oscar,X10,lshd,l,shd,0,49,18,14,4,NA,65,9,1,U,NA,4.642857143,45,20,10,3,10,4,4,0,NA,NA,NA,180,180,3,45.5,3,18,11,1,1,0,0,NA,NA,Y,45,0,5,16,0,0,0,0,0,na,4,1,1,0,1,44.50,0.00,5.50,16.00,0.00,0.00,0.00,0.00,0.00,na,2L,,
824,206,30,W,Oscar,X10,lshd,l,shd,0,36,15,11,4,NA,55,12,1,O,NA,5,43,18,8,4,10,6,3,2,R,0,N,180,180,3,44,0,19,1,6,22,16,0,NA,NA,N,46,9,4,20,4,6,13,7,0,na,0,0,3.666666667,2.166666667,4,55.00,17.00,6.00,26.00,9.00,4.00,6.00,6.00,4.00,or,2L,,
825,207,31,N,Oscar,X10,lshd,l,shd,0,29,14,9,5,NA,44,9,0,NA,NA,4.888888889,35,15,8,7,7,24,1,1,R,1,Y,165,171,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,,,
826,207,31,S,Oscar,X10,lshd,l,shd,0,35.5,14,9,5,NA,129,20,5,OU,NA,14.33333333,41,17,8,9,9,79,9,6,OU,0,N,165,171,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,,,
827,207,31,E,Oscar,X10,lshd,l,shd,0,31,13,8,5,NA,100,13,3,OU,NA,12.5,34.5,15,7,8,8,51,7,6,OU,0,N,165,171,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,,,
828,207,31,W,Oscar,X10,lshd,l,shd,0,30.5,12,7,5,NA,97,17,2,U,NA,13.85714286,37.5,15,8,7,7,78,18,15,OU,0,N,165,171,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,,,
829,208,32,N,Oscar,X10,lshd,l,shd,0,29,12,8,4,NA,92,11,0,NA,NA,11.5,38,15,7,8,8,37,6,3,ORU,0,N,157,165,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,,,
830,208,32,S,Oscar,X10,lshd,l,shd,0,26.5,11,6,5,NA,92,11,0,NA,NA,15.33333333,40,15,9,6,6,42,10,5,ORU,0,N,157,165,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,,,
831,208,32,E,Oscar,X10,lshd,l,shd,0,46.5,13,9,4,NA,89,12,1,O,NA,9.888888889,40,15,6,9,9,43,5,1,R,0,N,157,165,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,,,
832,208,32,W,Oscar,X10,lshd,l,shd,0,12,6,5,1,NA,17,4,1,O,NA,3.4,16,9,4,4,5,9,2,2,R,0,N,157,165,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,,,
833,209,33,N,Oscar,X10,lshd,l,shd,33,32,10,5,5,42,30,15,3,O,28.57142857,6,31.5,15,9,5,6,39,10,4,OU,0,N,120,141,1,45,0,14,1,3,6,3,3,2,O,N,49,7,4,17,4,3,5,6,0,na,0,0,2,1.666666667,2,58.00,17.50,5.00,21.00,8.00,3.00,5.00,5.00,3.00,r,,,
834,209,33,S,Oscar,X10,lshd,l,shd,33,27,10,5,5,52,42,11,0,NA,19.23076923,2.8,30,10,5,4,5,26,8,1,U,0,N,120,141,1,29,0,10,NA,0,0,0,6,2,U,N,33,0,5,12,0,0,0,1,1,na,0,1,0,0,0,na,na,na,na,na,na,na,na,na,na,,,
835,209,33,E,Oscar,X10,lshd,l,shd,33,18,4,3,1,14,7,10,1,O,50,2.333333333,17,6,3,3,3,5,9,1,O,0,N,120,141,1,19,0,6,NA,0,0,0,5,1,U,N,23,2,4,4,3,1,1,9,0,na,0,0,0,1,0,22.00,0.00,3.50,9.00,0.00,0.00,0.00,6.00,3.00,r,,,
836,209,33,W,Oscar,X10,lshd,l,shd,33,28,9,5,4,38,31,10,2,O,18.42105263,6.2,26.5,9,4,4,5,21,7,3,OU,0,N,120,141,1,28.5,0,9,NA,0,0,0,5,3,OU,N,29,0,4,11,0,0,0,6,0,na,0,0,0,0,0,30.00,0.00,3.00,11.00,0.00,0.00,0.00,3.00,3.00,or,,,
837,210,34,N,Oscar,X10,lshd,l,shd,66,36.5,11,7,4,62,26,15,0,NA,58.06451613,3.714285714,50.5,17,10,3,7,13,12,2,U,0,N,121,148.5,3,51,1,17,1,12,76,64,6,2,O,N,58,8.5,5,22,6,9,50,9,0,na,5,0,6.333333333,5.555555556,6,57.00,11.00,6.00,20.00,6.00,8.00,37.00,0.00,0.00,na,"an, 4L",,
838,210,34,S,Oscar,X10,lshd,l,shd,66,23,8,4,4,29,17,10,1,O,41.37931034,4.25,24.5,11,6,4,5,10,8,1,R,0,N,121,148.5,3,27,0,10,0,6,46,40,3,1,O,N,28,8.5,4,15,5,5,24,9,0,na,0,0,7.666666667,4.8,8,32.00,11.00,4.00,14.00,5.00,4.00,15.00,0.00,0.00,na,an,,
839,210,34,E,Oscar,X10,lshd,l,shd,66,28,9,4,5,15,6,14,0,NA,60,1.5,33,11,NA,0,NA,0,3,1,U,0,N,121,148.5,3,39,0,13,3,5,8,3,4,1,U,N,42.5,17,4,16,7,1,3,10,2,u,0,0,1.6,3,2,58.00,0.00,5.00,21.00,0.00,0.00,0.00,5.00,3.00,r,,,
840,210,34,W,Oscar,X10,lshd,l,shd,66,45,14,9,5,75,29,20,4,OU,61.33333333,3.222222222,63,19,11,2,8,11,10,3,OR,0,N,121,148.5,3,64,1,18,1,12,125,113,5,3,OU,N,71,9.5,6.5,25,5,12,86,11,2,u,9,0,10.41666667,7.166666667,10,66.50,4.50,6.50,21.00,3.00,12.00,47.00,0.00,0.00,na,"an, 4L",,
841,211,35,N,Oscar,X10,lshd,l,shd,66,34,15,7,8,54,24,12,0,NA,55.55555556,3.428571429,36.5,18,12,3,6,12,7,1,O,0,N,162,164,2,47,0,18,0,11,94,83,2,0,NA,N,46,9,5,16,4,5,33,0,0,na,1,1,8.545454545,6.6,9,44.00,15.00,4.50,17.00,6.00,5.00,25.00,0.00,0.00,na,"an, 1L",,
842,211,35,S,Oscar,X10,lshd,l,shd,66,36,14,7,7,21,8,15,2,U,61.9047619,1.142857143,42,18,11,2,7,2,7,2,O,0,N,162,164,2,43,0,19,0,12,55,43,2,1,O,N,43,2.5,4.5,21,4,8,25,8,0,na,1,0,4.583333333,3.125,5,43.50,8.50,4.00,19.00,6.00,6.00,16.00,2.00,2.00,o,,,
843,211,35,E,Oscar,X10,lshd,l,shd,66,37,15,10,5,39,14,9,0,NA,64.1025641,1.4,56,22,16,1,6,1,11,2,U,0,N,162,164,2,56,0,22,0,13,116,103,1,0,NA,N,59,5,5,23,2,12,73,7,0,na,1,0,8.923076923,6.083333333,9,63.00,11.00,5.00,27.00,8.00,13.00,48.00,2.00,1.00,r,,,
844,211,35,W,Oscar,X10,lshd,l,shd,66,37,16,8,8,33,17,11,4,O,48.48484848,2.125,49,20,12,2,8,3,12,3,O,0,N,162,164,2,48,0,20,0,10,129,119,7,0,NA,N,52,5.5,6,22,3,10,110,14,1,u,0,0,12.9,11,13,51.00,5.50,5.00,22.00,3.00,10.00,44.00,1.00,0.00,na,an,,
845,212,36,N,Oscar,X10,lshd,l,shd,0,19,10,7,3,NA,30,6,0,NA,NA,4.285714286,20,10,3,5,7,11,0,NA,NA,1,Y,173,199,2,19,0,10,NA,0,0,0,0,0,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,na,na,na,na,na,na,na,na,na,na,,,
846,212,36,S,Oscar,X10,lshd,l,shd,0,22,11,5,6,NA,41,13,1,U,NA,8.2,33,15,10,5,5,27,7,1,RU,1,Y,173,199,2,32.5,1,14,2,8,36,28,1,0,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,5,na,na,na,na,na,na,na,na,na,na,,,
847,212,36,E,Oscar,X10,lshd,l,shd,0,22,11,4,7,NA,23,11,1,O,NA,5.75,28.5,14,10,4,4,19,1,1,R,0,N,173,199,2,28.5,0,14,NA,0,0,0,2,0,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,na,na,na,na,na,na,na,na,na,na,,,
848,212,36,W,Oscar,X10,lshd,l,shd,0,23,11,6,5,NA,27,12,3,U,NA,4.5,30,15,10,5,5,13,6,2,OR,0,N,173,199,2,30.5,0,16,1,9,35,26,6,2,O,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.888888889,NA,4,na,na,na,na,na,na,na,na,na,na,,,
849,213,37,N,Oscar,X10,lshd,l,shd,33,15,7,3,4,6,4,10,0,NA,33.33333333,1.333333333,31.5,13,11,2,2,3,6,3,R,0,N,151,168,1,29.5,0,13,0,9,54,45,1,0,NA,N,30.5,1,5,12,0,9,54,1,0,na,0,0,6,6,6,30.00,3.00,5.50,12.00,1.00,8.00,30.00,0.00,0.00,na,1L,,
850,213,37,S,Oscar,X10,lshd,l,shd,33,20,10,4,6,16,14,13,1,O,12.5,3.5,33,15,11,3,4,11,10,1,O,0,N,151,168,1,34,0,13,1,13,47,34,5,2,U,N,38.5,7,4.5,19,5,11,57,6,1,u,0,0,3.615384615,5.181818182,4,42.00,11.00,4.50,18.00,7.00,8.00,42.00,2.00,1.00,u,,,
851,213,37,E,Oscar,X10,lshd,l,shd,33,28,13,9,4,44,29,8,1,O,34.09090909,3.222222222,39,19,11,4,8,12,3,1,O,0,N,151,168,1,39,0,18,8,3,3,0,2,2,U,N,41,16.5,4.5,21,9,3,3,6,0,na,1,0,1,1,1,45.50,25.50,5.00,26.00,17.00,1.00,1.00,3.00,2.00,ou,1L,,
852,213,37,W,Oscar,X10,lshd,l,shd,33,31.5,14,8,6,39,29,13,1,O,25.64102564,3.625,45,19,11,6,8,22,12,3,R,0,N,151,168,1,46,0,18,1,11,49,38,4,0,NA,N,49,7,4,22,5,9,50,8,0,na,4,0,4.454545455,5.555555556,4,54.00,11.50,5.00,25.00,7.00,10.00,33.00,12.00,7.00,or,2L,,
853,214,38,N,Oscar,X10,lshd,l,shd,66,25.5,11,7,4,49,15,11,2,O,69.3877551,2.142857143,27.5,13,9,2,4,17,8,3,O,0,N,162,179,1,27,1,13,1,6,49,43,5,3,O,N,21,0,3,8,0,0,0,0,0,na,0,1,8.166666667,0,8,32.00,7.50,5.00,17.00,6.00,5.00,30.00,7.00,1.00,o,5L,,
854,214,38,S,Oscar,X10,lshd,l,shd,66,35,13,9,4,49,15,11,3,U,69.3877551,1.666666667,35,16,7,2,9,8,0,NA,NA,1,Y,162,179,1,35,0,15,NA,0,0,0,0,0,NA,Y,45.5,0,5,17,0,0,0,0,0,na,0,1,0,0,0,na,na,na,na,na,na,na,na,na,na,,,
855,214,38,E,Oscar,X10,lshd,l,shd,66,25,11,7,4,40,10,10,0,NA,75,1.428571429,26,13,8,1,5,3,3,1,O,0,N,162,179,1,27.5,0,14,1,7,27,20,4,1,O,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.857142857,NA,4,35.50,9.00,4.00,18.00,9.00,3.00,17.00,2.00,0.00,na,2L,,
856,214,38,W,Oscar,X10,lshd,l,shd,66,43.5,17,11,6,140,43,17,0,NA,69.28571429,3.909090909,44.5,19,9,4,10,23,13,7,OU,0,N,162,179,1,47,0,19,0,9,55,46,6,3,O,N,46,0,4.5,15,0,4,8,8,1,u,1,0,6.111111111,2,6,53.00,10.50,5.00,25.00,6.00,7.00,25.00,6.00,3.00,o,1L,,
857,215,39,N,Oscar,X10,lshd,l,shd,0,20.5,6,3,3,NA,20,7,2,OU,NA,6.666666667,21,8,5,3,3,15,0,NA,NA,1,Y,177,196,1,21,0,8,0,0,0,0,0,0,NA,Y,41.5,8.5,4,23,6,9,41,8,2,u,2,0,0,4.555555556,0,na,na,na,na,na,na,na,na,na,na,,,
858,215,39,S,Oscar,X10,lshd,l,shd,0,42.5,14,10,4,NA,45,8,4,U,NA,4.5,58,21,11,6,10,21,9,4,OU,0,N,177,196,1,57,0,21,1,9,62,53,6,6,OU,N,40.5,4.5,5.5,25,4,5,9,8,3,u,0,0,6.888888889,1.8,7,65.00,10.00,5.50,27.00,7.00,6.00,28.00,4.00,1.00,or,5L,,
859,215,39,E,Oscar,X10,lshd,l,shd,0,32.5,13,8,5,NA,42,4,0,NA,NA,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,196,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,2,5.5,22,2,7,10,3,3,u,1,0,NA,1.428571429,NA,na,na,na,na,na,na,na,na,na,na,,,
860,215,39,W,Oscar,X10,lshd,l,shd,0,40,13,8,5,NA,39,11,4,OU,NA,4.875,44.5,15,7,6,8,20,8,3,O,0,N,177,196,1,44.5,1,12,0,6,10,4,4,1,O,N,28,0,4,13,0,0,0,0,0,na,0,1,1.666666667,0,2,51.50,8.00,6.00,22.00,6.00,3.00,6.00,0.00,0.00,na,"an, 1L",,
861,216,40,N,Oscar,X10,lshd,l,shd,66,26,13,7,6,58,13,8,4,U,77.5862069,1.857142857,38,19,14,2,5,9,6,6,OU,0,N,198,213,2,36,0,18,2,10,72,62,4,4,RU,N,41.5,8.5,4,23,6,9,41,8,2,u,2,0,7.2,4.555555556,7,46.00,13.50,5.00,26.00,10.00,8.00,29.00,3.00,0.00,na,1L,,
862,216,40,S,Oscar,X10,lshd,l,shd,66,29,14,10,4,56,20,6,1,O,64.28571429,2,38,21,10,2,11,12,5,5,OU,0,N,198,213,2,39,0,23,1,5,15,10,0,0,NA,N,40.5,4.5,5.5,25,4,5,9,8,3,u,0,0,3,1.8,3,40.00,8.50,4.50,23.00,5.00,2.00,3.00,0.00,0.00,na,"an, 1L",,
